cache status: symbol=AUD_USD timeframe=M15 cached=2103 missing_windows=6
fetching candles chunk: 2025-12-05 -> 2025-12-07 (n=0)
fetching candles chunk: 2025-12-12 -> 2025-12-14 (n=0)
fetching candles chunk: 2025-12-19 -> 2025-12-21 (n=0)
fetching candles chunk: 2025-12-24 -> 2025-12-25 (n=0)
fetching candles chunk: 2025-12-26 -> 2025-12-28 (n=0)
fetching candles chunk: 2025-12-31 -> 2025-12-31 (n=0)
cache status: symbol=AUD_USD timeframe=M1 cached=31297 missing_windows=154
fetching candles chunk: 2025-12-01 -> 2025-12-01 (n=0)
fetching candles chunk: 2025-12-01 -> 2025-12-01 (n=0)
fetching candles chunk: 2025-12-01 -> 2025-12-01 (n=0)
fetching candles chunk: 2025-12-01 -> 2025-12-01 (n=0)
fetching candles chunk: 2025-12-01 -> 2025-12-01 (n=0)
fetching candles chunk: 2025-12-01 -> 2025-12-01 (n=0)
fetching candles chunk: 2025-12-01 -> 2025-12-01 (n=0)
fetching candles chunk: 2025-12-01 -> 2025-12-01 (n=0)
fetching candles chunk: 2025-12-01 -> 2025-12-01 (n=0)
fetching candles chunk: 2025-12-01 -> 2025-12-01 (n=0)
fetching candles chunk: 2025-12-01 -> 2025-12-01 (n=0)
fetching candles chunk: 2025-12-01 -> 2025-12-01 (n=0)
fetching candles chunk: 2025-12-01 -> 2025-12-01 (n=0)
fetching candles chunk: 2025-12-02 -> 2025-12-02 (n=0)
fetching candles chunk: 2025-12-02 -> 2025-12-02 (n=0)
fetching candles chunk: 2025-12-02 -> 2025-12-02 (n=0)
fetching candles chunk: 2025-12-02 -> 2025-12-02 (n=0)
fetching candles chunk: 2025-12-02 -> 2025-12-02 (n=0)
fetching candles chunk: 2025-12-02 -> 2025-12-02 (n=0)
fetching candles chunk: 2025-12-02 -> 2025-12-02 (n=0)
fetching candles chunk: 2025-12-02 -> 2025-12-02 (n=0)
fetching candles chunk: 2025-12-02 -> 2025-12-02 (n=0)
fetching candles chunk: 2025-12-02 -> 2025-12-02 (n=0)
fetching candles chunk: 2025-12-03 -> 2025-12-03 (n=0)
fetching candles chunk: 2025-12-03 -> 2025-12-03 (n=0)
fetching candles chunk: 2025-12-03 -> 2025-12-03 (n=0)
fetching candles chunk: 2025-12-03 -> 2025-12-03 (n=0)
fetching candles chunk: 2025-12-03 -> 2025-12-03 (n=0)
fetching candles chunk: 2025-12-03 -> 2025-12-03 (n=0)
fetching candles chunk: 2025-12-04 -> 2025-12-04 (n=0)
fetching candles chunk: 2025-12-04 -> 2025-12-04 (n=0)
fetching candles chunk: 2025-12-04 -> 2025-12-04 (n=0)
fetching candles chunk: 2025-12-04 -> 2025-12-04 (n=0)
fetching candles chunk: 2025-12-04 -> 2025-12-04 (n=0)
fetching candles chunk: 2025-12-04 -> 2025-12-04 (n=0)
fetching candles chunk: 2025-12-04 -> 2025-12-04 (n=0)
fetching candles chunk: 2025-12-04 -> 2025-12-04 (n=0)
fetching candles chunk: 2025-12-04 -> 2025-12-04 (n=0)
fetching candles chunk: 2025-12-04 -> 2025-12-04 (n=0)
fetching candles chunk: 2025-12-05 -> 2025-12-05 (n=0)
fetching candles chunk: 2025-12-05 -> 2025-12-05 (n=0)
fetching candles chunk: 2025-12-05 -> 2025-12-07 (n=0)
fetching candles chunk: 2025-12-07 -> 2025-12-07 (n=0)
fetching candles chunk: 2025-12-07 -> 2025-12-07 (n=0)
fetching candles chunk: 2025-12-08 -> 2025-12-08 (n=0)
fetching candles chunk: 2025-12-08 -> 2025-12-08 (n=0)
fetching candles chunk: 2025-12-08 -> 2025-12-08 (n=0)
fetching candles chunk: 2025-12-08 -> 2025-12-08 (n=0)
fetching candles chunk: 2025-12-08 -> 2025-12-08 (n=0)
fetching candles chunk: 2025-12-08 -> 2025-12-08 (n=0)
fetching candles chunk: 2025-12-08 -> 2025-12-08 (n=0)
fetching candles chunk: 2025-12-08 -> 2025-12-08 (n=0)
fetching candles chunk: 2025-12-08 -> 2025-12-08 (n=0)
fetching candles chunk: 2025-12-09 -> 2025-12-09 (n=0)
fetching candles chunk: 2025-12-09 -> 2025-12-09 (n=0)
fetching candles chunk: 2025-12-09 -> 2025-12-09 (n=0)
fetching candles chunk: 2025-12-09 -> 2025-12-09 (n=0)
fetching candles chunk: 2025-12-09 -> 2025-12-09 (n=0)
fetching candles chunk: 2025-12-10 -> 2025-12-10 (n=0)
fetching candles chunk: 2025-12-10 -> 2025-12-10 (n=0)
fetching candles chunk: 2025-12-11 -> 2025-12-11 (n=0)
fetching candles chunk: 2025-12-11 -> 2025-12-11 (n=0)
fetching candles chunk: 2025-12-11 -> 2025-12-11 (n=0)
fetching candles chunk: 2025-12-12 -> 2025-12-14 (n=0)
fetching candles chunk: 2025-12-15 -> 2025-12-15 (n=0)
fetching candles chunk: 2025-12-15 -> 2025-12-15 (n=0)
fetching candles chunk: 2025-12-15 -> 2025-12-15 (n=0)
fetching candles chunk: 2025-12-15 -> 2025-12-15 (n=0)
fetching candles chunk: 2025-12-15 -> 2025-12-15 (n=0)
fetching candles chunk: 2025-12-16 -> 2025-12-16 (n=0)
fetching candles chunk: 2025-12-16 -> 2025-12-16 (n=0)
fetching candles chunk: 2025-12-16 -> 2025-12-16 (n=0)
fetching candles chunk: 2025-12-16 -> 2025-12-16 (n=0)
fetching candles chunk: 2025-12-17 -> 2025-12-17 (n=0)
fetching candles chunk: 2025-12-17 -> 2025-12-17 (n=0)
fetching candles chunk: 2025-12-17 -> 2025-12-17 (n=0)
fetching candles chunk: 2025-12-17 -> 2025-12-17 (n=0)
fetching candles chunk: 2025-12-17 -> 2025-12-17 (n=0)
fetching candles chunk: 2025-12-18 -> 2025-12-18 (n=0)
fetching candles chunk: 2025-12-18 -> 2025-12-18 (n=0)
fetching candles chunk: 2025-12-18 -> 2025-12-18 (n=0)
fetching candles chunk: 2025-12-18 -> 2025-12-18 (n=0)
fetching candles chunk: 2025-12-18 -> 2025-12-18 (n=0)
fetching candles chunk: 2025-12-18 -> 2025-12-18 (n=0)
fetching candles chunk: 2025-12-18 -> 2025-12-18 (n=0)
fetching candles chunk: 2025-12-18 -> 2025-12-18 (n=0)
fetching candles chunk: 2025-12-19 -> 2025-12-19 (n=0)
fetching candles chunk: 2025-12-19 -> 2025-12-19 (n=0)
fetching candles chunk: 2025-12-19 -> 2025-12-19 (n=0)
fetching candles chunk: 2025-12-19 -> 2025-12-19 (n=0)
fetching candles chunk: 2025-12-19 -> 2025-12-19 (n=0)
fetching candles chunk: 2025-12-19 -> 2025-12-21 (n=0)
fetching candles chunk: 2025-12-21 -> 2025-12-21 (n=0)
fetching candles chunk: 2025-12-21 -> 2025-12-21 (n=0)
fetching candles chunk: 2025-12-21 -> 2025-12-21 (n=0)
fetching candles chunk: 2025-12-22 -> 2025-12-22 (n=0)
fetching candles chunk: 2025-12-22 -> 2025-12-22 (n=0)
fetching candles chunk: 2025-12-22 -> 2025-12-22 (n=0)
fetching candles chunk: 2025-12-22 -> 2025-12-22 (n=0)
fetching candles chunk: 2025-12-22 -> 2025-12-22 (n=0)
fetching candles chunk: 2025-12-22 -> 2025-12-22 (n=0)
fetching candles chunk: 2025-12-22 -> 2025-12-22 (n=0)
fetching candles chunk: 2025-12-22 -> 2025-12-22 (n=0)
fetching candles chunk: 2025-12-22 -> 2025-12-22 (n=0)
fetching candles chunk: 2025-12-23 -> 2025-12-23 (n=0)
fetching candles chunk: 2025-12-23 -> 2025-12-23 (n=0)
fetching candles chunk: 2025-12-23 -> 2025-12-23 (n=0)
fetching candles chunk: 2025-12-23 -> 2025-12-23 (n=0)
fetching candles chunk: 2025-12-23 -> 2025-12-23 (n=0)
fetching candles chunk: 2025-12-23 -> 2025-12-23 (n=0)
fetching candles chunk: 2025-12-23 -> 2025-12-23 (n=0)
fetching candles chunk: 2025-12-23 -> 2025-12-23 (n=0)
fetching candles chunk: 2025-12-23 -> 2025-12-23 (n=0)
fetching candles chunk: 2025-12-23 -> 2025-12-23 (n=0)
fetching candles chunk: 2025-12-23 -> 2025-12-23 (n=0)
fetching candles chunk: 2025-12-24 -> 2025-12-24 (n=0)
fetching candles chunk: 2025-12-24 -> 2025-12-24 (n=0)
fetching candles chunk: 2025-12-24 -> 2025-12-24 (n=0)
fetching candles chunk: 2025-12-24 -> 2025-12-25 (n=0)
fetching candles chunk: 2025-12-25 -> 2025-12-25 (n=0)
fetching candles chunk: 2025-12-25 -> 2025-12-25 (n=0)
fetching candles chunk: 2025-12-25 -> 2025-12-25 (n=0)
fetching candles chunk: 2025-12-26 -> 2025-12-26 (n=0)
fetching candles chunk: 2025-12-26 -> 2025-12-26 (n=0)
fetching candles chunk: 2025-12-26 -> 2025-12-26 (n=0)
fetching candles chunk: 2025-12-26 -> 2025-12-26 (n=0)
fetching candles chunk: 2025-12-26 -> 2025-12-26 (n=0)
fetching candles chunk: 2025-12-26 -> 2025-12-28 (n=0)
fetching candles chunk: 2025-12-28 -> 2025-12-28 (n=0)
fetching candles chunk: 2025-12-28 -> 2025-12-28 (n=0)
fetching candles chunk: 2025-12-29 -> 2025-12-29 (n=0)
fetching candles chunk: 2025-12-29 -> 2025-12-29 (n=0)
fetching candles chunk: 2025-12-29 -> 2025-12-29 (n=0)
fetching candles chunk: 2025-12-29 -> 2025-12-29 (n=0)
fetching candles chunk: 2025-12-29 -> 2025-12-29 (n=0)
fetching candles chunk: 2025-12-29 -> 2025-12-29 (n=0)
fetching candles chunk: 2025-12-29 -> 2025-12-29 (n=0)
fetching candles chunk: 2025-12-29 -> 2025-12-29 (n=0)
fetching candles chunk: 2025-12-30 -> 2025-12-30 (n=0)
fetching candles chunk: 2025-12-30 -> 2025-12-30 (n=0)
fetching candles chunk: 2025-12-30 -> 2025-12-30 (n=0)
fetching candles chunk: 2025-12-30 -> 2025-12-30 (n=0)
fetching candles chunk: 2025-12-30 -> 2025-12-30 (n=0)
fetching candles chunk: 2025-12-30 -> 2025-12-30 (n=0)
fetching candles chunk: 2025-12-30 -> 2025-12-30 (n=0)
fetching candles chunk: 2025-12-30 -> 2025-12-30 (n=0)
