month,pass,fail_reasons,total_trades,win_rate,profit_factor,total_pnl_usd,max_drawdown_pips,tp1_hit_pct,runner_pnl_usd,num_stopouts,sharpe
2026-02,True,,75.0,64.0,1.2085106382978226,48.019999999989736,132.2000000000045,27.11864406779661,54.03999999999963,7.0,0.6413245695112842
2026-01,True,,123.0,65.85365853658537,1.196236559139722,66.42999999998057,122.30000000000955,21.782178217821784,74.30499999999951,10.0,0.7394786774258286
2025-12,False,pf<1.1;pnl<=0;tp1<15.0,104.0,46.15384615384615,0.6708964388046925,-112.5600000000232,182.90000000002908,8.333333333333332,27.01999999999982,7.0,-1.505082217506809
2025-11,False,pf<1.1;pnl<=0;dd>200.0;tp1<15.0,106.0,50.0,0.6325542570951196,-154.0700000000208,220.9000000000293,10.416666666666668,33.77499999999977,9.0,-1.8106752543207243
