entry_ts,exit_ts,side,leg,reason,base_units_opened,dynamic_units_opened,scale,base_pnl_usd,compounded_pnl_usd,balance_before,balance_after,liquidated
2026-03-02T03:50:00.000000000Z,2026-03-02T05:06:00.000000000Z,SHORT,TP1,TP1,21000.0000,22049.2045,1.04996212,18.238500,19.149734,500.000000,519.149734,0
2026-03-02T03:50:00.000000000Z,2026-03-02T05:06:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,22049.2045,1.04996212,28.066500,29.468762,519.149734,548.618496,0
2026-03-02T07:50:00.000000000Z,2026-03-02T09:05:00.000000000Z,LONG,TP1,TP1,21000.0000,24365.2550,1.16025024,18.238500,21.161224,548.618496,569.779720,0
2026-03-02T07:50:00.000000000Z,2026-03-02T09:05:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,24365.2550,1.16025024,28.066500,32.564163,569.779720,602.343883,0
2026-03-02T11:00:00.000000000Z,2026-03-02T12:49:00.000000000Z,SHORT,TP1,TP1,21000.0000,26662.9213,1.26966292,18.238500,23.156747,602.343883,625.500630,0
2026-03-02T11:00:00.000000000Z,2026-03-02T12:49:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,26662.9213,1.26966292,28.066500,35.634994,625.500630,661.135625,0
2026-03-02T13:10:00.000000000Z,2026-03-02T16:10:00.000000000Z,LONG,EXIT,FLIP,21000.0000,29312.5371,1.39583510,-27.720000,-38.692549,661.135625,622.443076,0
2026-03-02T16:10:00.000000000Z,2026-03-02T19:01:00.000000000Z,SHORT,EXIT,SL,21000.0000,27648.6538,1.31660256,-60.270000,-79.351637,622.443076,543.091439,0
2026-03-02T20:00:00.000000000Z,2026-03-02T23:51:00.000000000Z,SHORT,EXIT,SL,21000.0000,24044.8483,1.14499278,-60.270000,-69.008715,543.091439,474.082725,0
2026-03-03T00:00:00.000000000Z,2026-03-03T03:10:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,20938.1027,0.99705251,-13.230000,-13.191005,474.082725,460.891720,0
2026-03-03T03:10:00.000000000Z,2026-03-03T05:20:00.000000000Z,LONG,EXIT,FLIP,21000.0000,20337.4651,0.96845072,2.730000,2.643870,460.891720,463.535590,0
2026-03-03T05:20:00.000000000Z,2026-03-03T05:56:00.000000000Z,SHORT,TP1,TP1,21000.0000,20450.3874,0.97382797,18.238500,17.761161,463.535590,481.296752,0
2026-03-03T05:20:00.000000000Z,2026-03-03T05:56:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,20450.3874,0.97382797,28.066500,27.331943,481.296752,508.628695,0
2026-03-03T06:50:00.000000000Z,2026-03-03T08:35:00.000000000Z,LONG,EXIT,SL,21000.0000,22483.4810,1.07064195,-60.270000,-64.527591,508.628695,444.101104,0
2026-03-03T10:40:00.000000000Z,2026-03-03T11:20:00.000000000Z,LONG,EXIT,SL,21000.0000,19789.5891,0.94236139,-60.270000,-56.796121,444.101104,387.304983,0
2026-03-03T13:00:00.000000000Z,2026-03-03T14:26:00.000000000Z,SHORT,TP1,TP1,21000.0000,17299.2694,0.82377473,18.238500,15.024416,387.304983,402.329399,0
2026-03-03T13:00:00.000000000Z,2026-03-03T14:26:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,17299.2694,0.82377473,28.066500,23.120474,402.329399,425.449872,0
2026-03-03T15:20:00.000000000Z,2026-03-03T15:36:00.000000000Z,LONG,TP1,TP1,21000.0000,19135.8137,0.91122922,18.238500,16.619454,425.449872,442.069327,0
2026-03-03T15:20:00.000000000Z,2026-03-03T15:36:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,19135.8137,0.91122922,28.066500,25.575015,442.069327,467.644342,0
2026-03-03T17:00:00.000000000Z,2026-03-03T18:39:00.000000000Z,SHORT,EXIT,SL,21000.0000,20892.1524,0.99486440,-60.270000,-59.960477,467.644342,407.683864,0
2026-03-03T19:00:00.000000000Z,2026-03-04T00:39:00.000000000Z,SHORT,TP1,TP1,21000.0000,18172.7416,0.86536865,18.238500,15.783026,407.683864,423.466890,0
2026-03-03T19:00:00.000000000Z,2026-03-04T00:39:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,18172.7416,0.86536865,28.066500,24.287869,423.466890,447.754759,0
2026-03-04T01:50:00.000000000Z,2026-03-04T04:20:00.000000000Z,LONG,EXIT,FLIP,21000.0000,20034.9852,0.95404692,-15.330000,-14.625539,447.754759,433.129220,0
2026-03-04T04:20:00.000000000Z,2026-03-04T05:30:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,19400.7730,0.92384634,-6.930000,-6.402255,433.129220,426.726965,0
2026-03-04T05:30:00.000000000Z,2026-03-04T06:38:00.000000000Z,LONG,TP1,TP1,21000.0000,19104.9946,0.90976165,18.238500,16.592688,426.726965,443.319653,0
2026-03-04T05:30:00.000000000Z,2026-03-04T06:38:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,19104.9946,0.90976165,28.066500,25.533825,443.319653,468.853478,0
2026-03-04T07:50:00.000000000Z,2026-03-04T10:08:00.000000000Z,SHORT,EXIT,SL,21000.0000,20909.2231,0.99567729,-60.270000,-60.009470,468.853478,408.844008,0
2026-03-04T10:40:00.000000000Z,2026-03-04T13:00:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,18193.1550,0.86634072,-29.820000,-25.834280,408.844008,383.009728,0
2026-03-04T13:00:00.000000000Z,2026-03-04T14:00:00.000000000Z,LONG,EXIT,FLIP,21000.0000,17009.2714,0.80996531,-25.830000,-20.921404,383.009728,362.088324,0
2026-03-04T14:00:00.000000000Z,2026-03-04T15:00:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,16108.2290,0.76705852,-14.490000,-11.114678,362.088324,350.973646,0
2026-03-04T15:00:00.000000000Z,2026-03-04T16:03:00.000000000Z,LONG,TP1,TP1,21000.0000,15598.4970,0.74278557,18.238500,13.547295,350.973646,364.520941,0
2026-03-04T15:00:00.000000000Z,2026-03-04T16:03:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,15598.4970,0.74278557,28.066500,20.847391,364.520941,385.368332,0
2026-03-04T17:20:00.000000000Z,2026-03-04T19:00:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,17102.1449,0.81438785,-21.420000,-17.444188,385.368332,367.924144,0
2026-03-04T19:00:00.000000000Z,2026-03-04T20:10:00.000000000Z,LONG,EXIT,FLIP,21000.0000,16304.4526,0.77640250,3.990000,3.097846,367.924144,371.021990,0
2026-03-04T20:10:00.000000000Z,2026-03-05T00:00:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,16437.3181,0.78272943,-4.410000,-3.451837,371.021990,367.570153,0
2026-03-05T00:00:00.000000000Z,2026-03-05T01:30:00.000000000Z,LONG,EXIT,FLIP,21000.0000,16279.5608,0.77521718,-1.890000,-1.465160,367.570153,366.104993,0
2026-03-05T01:30:00.000000000Z,2026-03-05T03:21:00.000000000Z,SHORT,TP1,TP1,21000.0000,16216.7312,0.77222530,18.238500,14.084231,366.104993,380.189224,0
2026-03-05T01:30:00.000000000Z,2026-03-05T03:21:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,16216.7312,0.77222530,28.066500,21.673661,380.189224,401.862885,0
2026-03-05T04:30:00.000000000Z,2026-03-05T06:15:00.000000000Z,LONG,EXIT,SL,21000.0000,17853.6122,0.85017201,-60.270000,-51.239867,401.862885,350.623018,0
2026-03-05T06:40:00.000000000Z,2026-03-05T08:11:00.000000000Z,LONG,EXIT,SL,21000.0000,15598.8358,0.74280170,-60.270000,-44.768659,350.623018,305.854359,0
2026-03-05T08:50:00.000000000Z,2026-03-05T09:06:00.000000000Z,LONG,TP1,TP1,21000.0000,13636.9294,0.64937759,18.238500,11.843673,305.854359,317.698033,0
2026-03-05T08:50:00.000000000Z,2026-03-05T09:06:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,13636.9294,0.64937759,28.066500,18.225756,317.698033,335.923789,0
2026-03-05T10:10:00.000000000Z,2026-03-05T14:00:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,14949.5504,0.71188335,18.900000,13.454595,335.923789,349.378384,0
2026-03-05T14:00:00.000000000Z,2026-03-05T15:31:00.000000000Z,LONG,EXIT,SL,21000.0000,15568.2074,0.74134321,-60.270000,-44.680755,349.378384,304.697629,0
2026-03-05T16:40:00.000000000Z,2026-03-05T18:10:00.000000000Z,LONG,EXIT,FLIP,21000.0000,13637.7235,0.64941540,-56.070000,-36.412722,304.697629,268.284907,0
2026-03-05T18:10:00.000000000Z,2026-03-05T20:00:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,12053.9037,0.57399541,-32.970000,-18.924629,268.284907,249.360278,0
2026-03-05T20:00:00.000000000Z,2026-03-05T20:50:00.000000000Z,LONG,TP1,TP1,21000.0000,11178.4776,0.53230846,18.238500,9.708508,249.360278,259.068786,0
2026-03-05T20:00:00.000000000Z,2026-03-05T20:50:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,11178.4776,0.53230846,28.066500,14.940035,259.068786,274.008821,0
2026-03-05T21:30:00.000000000Z,2026-03-06T00:00:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,12257.4971,0.58369034,-15.960000,-9.315698,274.008821,264.693123,0
