entry_ts,exit_ts,side,leg,reason,base_units_opened,dynamic_units_opened,scale,base_pnl_usd,compounded_pnl_usd,balance_before,balance_after,liquidated
2026-03-02T02:50:00.000000000Z,2026-03-02T03:50:00.000000000Z,LONG,EXIT,FLIP,21000.0000,22056.6508,1.05031670,9.450000,9.925493,500.000000,509.925493,0
2026-03-02T03:50:00.000000000Z,2026-03-02T05:05:00.000000000Z,SHORT,TP1,TP1,21000.0000,22480.2624,1.07048869,18.238500,19.524108,509.925493,529.449601,0
2026-03-02T03:50:00.000000000Z,2026-03-02T05:05:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,22480.2624,1.07048869,28.066500,30.044871,529.449601,559.494471,0
2026-03-02T05:15:00.000000000Z,2026-03-02T07:05:00.000000000Z,LONG,EXIT,SL,21000.0000,24741.7258,1.17817742,-60.270000,-71.008753,559.494471,488.485718,0
2026-03-02T07:20:00.000000000Z,2026-03-02T09:09:00.000000000Z,LONG,TP1,TP1,21000.0000,21686.6491,1.03269758,18.238500,18.834855,488.485718,507.320573,0
2026-03-02T07:20:00.000000000Z,2026-03-02T09:09:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,21686.6491,1.03269758,28.066500,28.984207,507.320573,536.304780,0
2026-03-02T09:35:00.000000000Z,2026-03-02T11:30:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,23748.4001,1.13087620,-11.340000,-12.824136,536.304780,523.480644,0
2026-03-02T11:30:00.000000000Z,2026-03-02T12:55:00.000000000Z,LONG,EXIT,SL,21000.0000,23162.8603,1.10299335,-60.270000,-66.477409,523.480644,457.003234,0
2026-03-02T13:10:00.000000000Z,2026-03-02T14:51:00.000000000Z,LONG,TP1,TP1,21000.0000,20286.0905,0.96600431,18.238500,17.618470,457.003234,474.621704,0
2026-03-02T13:10:00.000000000Z,2026-03-02T14:51:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,20286.0905,0.96600431,28.066500,27.112360,474.621704,501.734064,0
2026-03-02T15:15:00.000000000Z,2026-03-02T16:10:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,22233.2578,1.05872656,19.740000,20.899262,501.734064,522.633326,0
2026-03-02T16:10:00.000000000Z,2026-03-02T17:30:00.000000000Z,LONG,EXIT,FLIP,21000.0000,23190.1756,1.10429408,18.270000,20.175453,522.633326,542.808779,0
2026-03-02T17:30:00.000000000Z,2026-03-02T19:27:00.000000000Z,SHORT,EXIT,SL,21000.0000,24055.7750,1.14551309,-60.270000,-69.040074,542.808779,473.768705,0
2026-03-02T20:00:00.000000000Z,2026-03-02T20:11:00.000000000Z,SHORT,TP1,TP1,21000.0000,20920.1077,0.99619561,18.238500,18.169114,473.768705,491.937818,0
2026-03-02T20:00:00.000000000Z,2026-03-02T20:11:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,20920.1077,0.99619561,28.066500,27.959724,491.937818,519.897542,0
