entry_ts,exit_ts,side,leg,reason,base_units_opened,dynamic_units_opened,scale,base_pnl_usd,compounded_pnl_usd,balance_before,balance_after,liquidated
2026-03-02T08:30:00.000000000Z,2026-03-02T09:10:00.000000000Z,LONG,TP1,TP1,21000.0000,28248.5876,1.34517084,12.159000,16.355932,21000.000000,21016.355932,0
2026-03-02T08:30:00.000000000Z,2026-03-02T09:10:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,28248.5876,1.34517084,31.311000,42.118644,21016.355932,21058.474576,0
2026-03-02T11:00:00.000000000Z,2026-03-02T12:52:00.000000000Z,SHORT,TP1,TP1,21000.0000,28252.8363,1.34537316,12.159000,16.358392,21058.474576,21074.832968,0
2026-03-02T11:00:00.000000000Z,2026-03-02T12:52:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,28252.8363,1.34537316,31.311000,42.124979,21074.832968,21116.957947,0
2026-03-02T14:30:00.000000000Z,2026-03-02T19:20:00.000000000Z,LONG,TP1,TP1,21000.0000,28340.1049,1.34952880,12.159000,16.408921,21116.957947,21133.366868,0
2026-03-02T14:30:00.000000000Z,2026-03-02T19:20:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,28340.1049,1.34952880,31.311000,42.255096,21133.366868,21175.621965,0
2026-03-02T20:00:00.000000000Z,2026-03-02T22:32:00.000000000Z,SHORT,EXIT,SL,21000.0000,28438.9229,1.35423442,-60.270000,-81.619709,21175.621965,21094.002256,0
2026-03-03T00:00:00.000000000Z,2026-03-03T06:45:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,28240.2792,1.34477520,8.190000,11.013709,21094.002256,21105.015965,0
2026-03-03T06:45:00.000000000Z,2026-03-03T08:35:00.000000000Z,LONG,EXIT,SL,21000.0000,28270.5618,1.34621723,-60.270000,-81.136512,21105.015965,21023.879452,0
2026-03-03T11:45:00.000000000Z,2026-03-03T14:25:00.000000000Z,LONG,EXIT,SL,21000.0000,28422.3726,1.35344632,-60.270000,-81.572209,21023.879452,20942.307243,0
2026-03-03T15:45:00.000000000Z,2026-03-03T16:17:00.000000000Z,LONG,TP1,TP1,21000.0000,28437.5465,1.35416888,12.159000,16.465339,20942.307243,20958.772582,0
2026-03-03T15:45:00.000000000Z,2026-03-03T16:17:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,28437.5465,1.35416888,31.311000,42.400382,20958.772582,21001.172964,0
2026-03-03T19:00:00.000000000Z,2026-03-04T00:39:00.000000000Z,SHORT,TP1,TP1,21000.0000,28364.2280,1.35067752,12.159000,16.422888,21001.172964,21017.595852,0
2026-03-03T19:00:00.000000000Z,2026-03-04T00:39:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,28364.2280,1.35067752,31.311000,42.291064,21017.595852,21059.886916,0
2026-03-04T02:00:00.000000000Z,2026-03-04T06:00:00.000000000Z,LONG,EXIT,FLIP,21000.0000,28538.4674,1.35897464,-23.100000,-31.392314,21059.886916,21028.494602,0
2026-03-04T06:00:00.000000000Z,2026-03-04T07:02:00.000000000Z,SHORT,EXIT,SL,21000.0000,28540.7099,1.35908142,-60.270000,-81.911837,21028.494602,20946.582764,0
2026-03-04T08:15:00.000000000Z,2026-03-04T10:08:00.000000000Z,SHORT,EXIT,SL,21000.0000,28341.6704,1.34960335,-60.270000,-81.340594,20946.582764,20865.242170,0
2026-03-04T11:30:00.000000000Z,2026-03-04T15:15:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,28122.2672,1.33915558,-43.680000,-58.494316,20865.242170,20806.747855,0
2026-03-04T15:15:00.000000000Z,2026-03-04T18:00:00.000000000Z,LONG,EXIT,FLIP,21000.0000,27960.9162,1.33147220,-10.500000,-13.980458,20806.747855,20792.767396,0
2026-03-04T18:00:00.000000000Z,2026-03-05T00:00:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,27961.9057,1.33151932,-32.970000,-43.900192,20792.767396,20748.867205,0
2026-03-05T00:00:00.000000000Z,2026-03-05T01:30:00.000000000Z,LONG,EXIT,FLIP,21000.0000,27840.9941,1.32576163,-22.470000,-29.789864,20748.867205,20719.077341,0
2026-03-05T01:30:00.000000000Z,2026-03-05T04:03:00.000000000Z,SHORT,TP1,TP1,21000.0000,27843.1011,1.32586196,12.159000,16.121156,20719.077341,20735.198496,0
2026-03-05T01:30:00.000000000Z,2026-03-05T04:03:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,27843.1011,1.32586196,31.311000,41.514064,20735.198496,20776.712560,0
2026-03-05T06:45:00.000000000Z,2026-03-05T08:09:00.000000000Z,LONG,EXIT,SL,21000.0000,28006.1253,1.33362501,-60.270000,-80.377580,20776.712560,20696.334980,0
2026-03-05T09:00:00.000000000Z,2026-03-05T09:52:00.000000000Z,LONG,EXIT,SL,21000.0000,27821.1971,1.32481891,-60.270000,-79.846836,20696.334980,20616.488145,0
2026-03-05T10:30:00.000000000Z,2026-03-05T14:39:00.000000000Z,SHORT,TP1,TP1,21000.0000,27813.0387,1.32443042,12.159000,16.103749,20616.488145,20632.591894,0
2026-03-05T10:30:00.000000000Z,2026-03-05T14:39:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,27813.0387,1.32443042,31.311000,41.469241,20632.591894,20674.061135,0
2026-03-05T14:45:00.000000000Z,2026-03-05T15:30:00.000000000Z,LONG,EXIT,SL,21000.0000,27907.3534,1.32892159,-60.270000,-80.094104,20674.061135,20593.967031,0
2026-03-05T18:30:00.000000000Z,2026-03-05T20:50:00.000000000Z,LONG,TP1,TP1,21000.0000,27976.1321,1.33219677,12.159000,16.198180,20593.967031,20610.165211,0
2026-03-05T18:30:00.000000000Z,2026-03-05T20:50:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,27976.1321,1.33219677,31.311000,41.712413,20610.165211,20651.877624,0
2026-03-05T23:45:00.000000000Z,2026-03-06T02:03:00.000000000Z,SHORT,EXIT,SL,21000.0000,27992.7572,1.33298844,-60.270000,-80.339213,20651.877624,20571.538411,0
2026-03-06T08:15:00.000000000Z,2026-03-06T09:36:00.000000000Z,SHORT,TP1,TP1,21000.0000,27793.8412,1.32351625,12.159000,16.092634,20571.538411,20587.631045,0
2026-03-06T08:15:00.000000000Z,2026-03-06T09:36:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,27793.8412,1.32351625,31.311000,41.440617,20587.631045,20629.071662,0
2026-03-06T10:45:00.000000000Z,2026-03-06T13:55:00.000000000Z,LONG,EXIT,SL,21000.0000,27953.0703,1.33109859,-60.270000,-80.225312,20629.071662,20548.846350,0
2026-03-06T16:00:00.000000000Z,2026-03-06T17:30:00.000000000Z,LONG,EXIT,FLIP,21000.0000,27848.3345,1.32611117,3.360000,4.455734,20548.846350,20553.302084,0
2026-03-06T17:30:00.000000000Z,2026-03-06T21:45:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,27848.0168,1.32609604,-40.320000,-53.468192,20553.302084,20499.833892,0
2026-03-06T21:45:00.000000000Z,2026-03-08T21:04:00.000000000Z,LONG,EXIT,SL,21000.0000,27699.7201,1.31903429,-60.270000,-79.498197,20499.833892,20420.335695,0
2026-03-09T01:00:00.000000000Z,2026-03-09T02:54:00.000000000Z,LONG,TP1,TP1,21000.0000,27832.9946,1.32538070,12.159000,16.115304,20420.335695,20436.450999,0
2026-03-09T01:00:00.000000000Z,2026-03-09T02:54:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,27832.9946,1.32538070,31.311000,41.498995,20436.450999,20477.949994,0
2026-03-09T06:00:00.000000000Z,2026-03-09T08:29:00.000000000Z,SHORT,TP1,TP1,21000.0000,27769.6845,1.32236593,12.159000,16.078647,20477.949994,20494.028641,0
2026-03-09T06:00:00.000000000Z,2026-03-09T08:29:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,27769.6845,1.32236593,31.311000,41.404600,20494.028641,20535.433241,0
2026-03-09T09:00:00.000000000Z,2026-03-09T09:32:00.000000000Z,LONG,TP1,TP1,21000.0000,27871.5074,1.32721464,12.159000,16.137603,20535.433241,20551.570844,0
2026-03-09T09:00:00.000000000Z,2026-03-09T09:32:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,27871.5074,1.32721464,31.311000,41.556417,20551.570844,20593.127261,0
2026-03-09T11:30:00.000000000Z,2026-03-09T14:22:00.000000000Z,SHORT,EXIT,SL,21000.0000,27893.2245,1.32824879,-60.270000,-80.053554,20593.127261,20513.073707,0
2026-03-09T17:00:00.000000000Z,2026-03-09T19:20:00.000000000Z,SHORT,EXIT,SL,21000.0000,27670.3821,1.31763724,-60.270000,-79.413997,20513.073707,20433.659710,0
2026-03-10T05:00:00.000000000Z,2026-03-10T06:13:00.000000000Z,LONG,TP1,TP1,21000.0000,27478.2033,1.30848587,12.159000,15.909880,20433.659710,20449.569590,0
2026-03-10T05:00:00.000000000Z,2026-03-10T06:13:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,27478.2033,1.30848587,31.311000,40.970001,20449.569590,20490.539591,0
2026-03-10T08:00:00.000000000Z,2026-03-10T13:24:00.000000000Z,SHORT,EXIT,SL,21000.0000,27422.3264,1.30582507,-60.270000,-78.702077,20490.539591,20411.837514,0
2026-03-10T17:30:00.000000000Z,2026-03-10T18:17:00.000000000Z,SHORT,TP1,TP1,21000.0000,27123.2787,1.29158470,12.159000,15.704378,20411.837514,20427.541892,0
2026-03-10T17:30:00.000000000Z,2026-03-10T18:17:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,27123.2787,1.29158470,31.311000,40.440809,20427.541892,20467.982701,0
