entry_ts,exit_ts,side,leg,reason,base_units_opened,dynamic_units_opened,scale,base_pnl_usd,compounded_pnl_usd,balance_before,balance_after,liquidated
2026-03-02T08:30:00.000000000Z,2026-03-02T09:10:00.000000000Z,LONG,TP1,TP1,21000.0000,22195.3188,1.05691994,18.238500,19.276634,500.000000,519.276634,0
2026-03-02T08:30:00.000000000Z,2026-03-02T09:10:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,22195.3188,1.05691994,28.066500,29.664044,519.276634,548.940678,0
2026-03-02T11:00:00.000000000Z,2026-03-02T12:52:00.000000000Z,SHORT,TP1,TP1,16800.0000,24303.8177,1.44665581,14.590800,21.107866,548.940678,570.048544,0
2026-03-02T11:00:00.000000000Z,2026-03-02T12:52:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,16800.0000,24303.8177,1.44665581,22.453200,32.482052,570.048544,602.530596,0
2026-03-02T14:30:00.000000000Z,2026-03-02T19:20:00.000000000Z,LONG,TP1,TP1,21000.0000,26684.7503,1.27070239,18.238500,23.175706,602.530596,625.706302,0
2026-03-02T14:30:00.000000000Z,2026-03-02T19:20:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,26684.7503,1.27070239,28.066500,35.664169,625.706302,661.370470,0
2026-03-02T20:00:00.000000000Z,2026-03-02T22:32:00.000000000Z,SHORT,EXIT,SL,16800.0000,29311.3424,1.74472276,-48.216000,-84.123553,661.370470,577.246918,0
2026-03-03T00:00:00.000000000Z,2026-03-03T07:00:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,25502.6647,1.21441260,0.630000,0.765080,577.246918,578.011998,0
2026-03-03T07:00:00.000000000Z,2026-03-03T08:29:00.000000000Z,LONG,EXIT,SL,16800.0000,25537.5455,1.52009199,-48.216000,-73.292755,578.011998,504.719242,0
2026-03-03T11:45:00.000000000Z,2026-03-03T14:25:00.000000000Z,LONG,EXIT,SL,16800.0000,22517.0387,1.34029992,-48.216000,-64.623901,504.719242,440.095341,0
2026-03-03T15:45:00.000000000Z,2026-03-03T16:17:00.000000000Z,LONG,TP1,TP1,21000.0000,19720.9716,0.93909389,18.238500,17.127664,440.095341,457.223005,0
2026-03-03T15:45:00.000000000Z,2026-03-03T16:17:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,19720.9716,0.93909389,28.066500,26.357079,457.223005,483.580084,0
2026-03-03T19:00:00.000000000Z,2026-03-04T00:39:00.000000000Z,SHORT,TP1,TP1,21000.0000,21553.1009,1.02633814,18.238500,18.718868,483.580084,502.298952,0
2026-03-03T19:00:00.000000000Z,2026-03-04T00:39:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,21553.1009,1.02633814,28.066500,28.805719,502.298952,531.104671,0
2026-03-04T02:00:00.000000000Z,2026-03-04T07:26:00.000000000Z,LONG,TP1,TP1,21000.0000,23750.2766,1.13096555,18.238500,20.627115,531.104671,551.731786,0
2026-03-04T02:00:00.000000000Z,2026-03-04T07:26:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,23750.2766,1.13096555,28.066500,31.742245,551.731786,583.474031,0
2026-03-04T08:15:00.000000000Z,2026-03-04T10:08:00.000000000Z,SHORT,EXIT,SL,21000.0000,26052.3997,1.24059046,-60.270000,-74.770387,583.474031,508.703644,0
2026-03-04T15:15:00.000000000Z,2026-03-04T20:45:00.000000000Z,LONG,EXIT,FLIP,21000.0000,22559.3188,1.07425328,16.590000,17.821862,508.703644,526.525506,0
2026-03-04T20:45:00.000000000Z,2026-03-05T00:00:00.000000000Z,SHORT,EXIT,FLIP,16800.0000,23323.5949,1.38830922,-4.704000,-6.530607,526.525506,519.994899,0
2026-03-05T00:00:00.000000000Z,2026-03-05T01:30:00.000000000Z,LONG,EXIT,FLIP,21000.0000,23025.1979,1.09643799,-22.470000,-24.636962,519.994899,495.357937,0
