entry_ts,exit_ts,side,units_opened,units_closed,entry_price,exit_price,leg,reason,pnl_pips,pnl_pips_weighted,pnl_usd,mae_pips,equity,hold_bars,entry_components
2026-03-02T08:30:00.000000000Z,2026-03-02T08:30:00.000000000Z,LONG,21000.00,0.00,0.70623,0.70623,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,0.0000,0,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-02T08:30:00.000000000Z,2026-03-02T09:10:00.000000000Z,LONG,21000.00,9450.00,0.70623,0.70816,TP1,TP1,19.30,8.68,18.2385,-2.00,18.2385,1,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-02T08:30:00.000000000Z,2026-03-02T09:10:00.000000000Z,LONG,21000.00,11550.00,0.70623,0.70866,RUNNER,RUNNER_STOP,24.30,13.36,28.0665,-2.00,46.3050,1,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-02T11:00:00.000000000Z,2026-03-02T11:00:00.000000000Z,SHORT,21000.00,0.00,0.70809,0.70809,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,46.3050,0,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-02T11:00:00.000000000Z,2026-03-02T12:52:00.000000000Z,SHORT,21000.00,9450.00,0.70809,0.70616,TP1,TP1,19.30,8.68,18.2385,-10.10,64.5435,6,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-02T11:00:00.000000000Z,2026-03-02T12:52:00.000000000Z,SHORT,21000.00,11550.00,0.70809,0.70566,RUNNER,RUNNER_STOP,24.30,13.36,28.0665,-10.10,92.6100,6,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-02T14:30:00.000000000Z,2026-03-02T14:30:00.000000000Z,LONG,21000.00,0.00,0.70787,0.70787,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,92.6100,0,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-02T14:30:00.000000000Z,2026-03-02T19:20:00.000000000Z,LONG,21000.00,9450.00,0.70787,0.70980,TP1,TP1,19.30,8.68,18.2385,-25.30,110.8485,18,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-02T14:30:00.000000000Z,2026-03-02T19:20:00.000000000Z,LONG,21000.00,11550.00,0.70787,0.71030,RUNNER,RUNNER_STOP,24.30,13.36,28.0665,-25.30,138.9150,18,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-02T20:00:00.000000000Z,2026-03-02T20:00:00.000000000Z,SHORT,21000.00,0.00,0.70737,0.70737,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,138.9150,0,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-02T20:00:00.000000000Z,2026-03-02T22:32:00.000000000Z,SHORT,21000.00,21000.00,0.70737,0.71024,EXIT,SL,-28.70,-28.70,-60.2700,-29.50,78.6450,9,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-03T00:00:00.000000000Z,2026-03-03T00:00:00.000000000Z,SHORT,21000.00,0.00,0.70960,0.70960,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,78.6450,0,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-03T00:00:00.000000000Z,2026-03-03T06:45:00.000000000Z,SHORT,21000.00,21000.00,0.70960,0.70921,EXIT,FLIP,3.90,3.90,8.1900,-26.80,86.8350,27,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-03T06:45:00.000000000Z,2026-03-03T06:45:00.000000000Z,LONG,21000.00,0.00,0.70921,0.70921,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,86.8350,0,cross=0;pullback=1;rejoin=0;continuation=0
2026-03-03T06:45:00.000000000Z,2026-03-03T08:35:00.000000000Z,LONG,21000.00,21000.00,0.70921,0.70634,EXIT,SL,-28.70,-28.70,-60.2700,-27.70,26.5650,6,cross=0;pullback=1;rejoin=0;continuation=0
2026-03-03T11:45:00.000000000Z,2026-03-03T11:45:00.000000000Z,LONG,21000.00,0.00,0.70271,0.70271,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,26.5650,0,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-03T11:45:00.000000000Z,2026-03-03T14:25:00.000000000Z,LONG,21000.00,21000.00,0.70271,0.69984,EXIT,SL,-28.70,-28.70,-60.2700,-28.40,-33.7050,9,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-03T15:45:00.000000000Z,2026-03-03T15:45:00.000000000Z,LONG,21000.00,0.00,0.69961,0.69961,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,-33.7050,0,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-03T15:45:00.000000000Z,2026-03-03T16:17:00.000000000Z,LONG,21000.00,9450.00,0.69961,0.70154,TP1,TP1,19.30,8.68,18.2385,-4.50,-15.4665,1,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-03T15:45:00.000000000Z,2026-03-03T16:17:00.000000000Z,LONG,21000.00,11550.00,0.69961,0.70204,RUNNER,RUNNER_STOP,24.30,13.36,28.0665,-4.50,12.6000,1,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-03T19:00:00.000000000Z,2026-03-03T19:00:00.000000000Z,SHORT,21000.00,0.00,0.70339,0.70339,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,12.6000,0,cross=0;pullback=1;rejoin=0;continuation=0
2026-03-03T19:00:00.000000000Z,2026-03-04T00:39:00.000000000Z,SHORT,21000.00,9450.00,0.70339,0.70146,TP1,TP1,19.30,8.68,18.2385,-23.80,30.8385,21,cross=0;pullback=1;rejoin=0;continuation=0
2026-03-03T19:00:00.000000000Z,2026-03-04T00:39:00.000000000Z,SHORT,21000.00,11550.00,0.70339,0.70096,RUNNER,RUNNER_STOP,24.30,13.36,28.0665,-23.80,58.9050,21,cross=0;pullback=1;rejoin=0;continuation=0
2026-03-04T02:00:00.000000000Z,2026-03-04T02:00:00.000000000Z,LONG,21000.00,0.00,0.70105,0.70105,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,58.9050,0,cross=0;pullback=1;rejoin=0;continuation=0
2026-03-04T02:00:00.000000000Z,2026-03-04T06:00:00.000000000Z,LONG,21000.00,21000.00,0.70105,0.69995,EXIT,FLIP,-11.00,-11.00,-23.1000,-25.90,35.8050,16,cross=0;pullback=1;rejoin=0;continuation=0
2026-03-04T06:00:00.000000000Z,2026-03-04T06:00:00.000000000Z,SHORT,21000.00,0.00,0.69995,0.69995,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,35.8050,0,cross=0;pullback=1;rejoin=0;continuation=0
2026-03-04T06:00:00.000000000Z,2026-03-04T07:02:00.000000000Z,SHORT,21000.00,21000.00,0.69995,0.70282,EXIT,SL,-28.70,-28.70,-60.2700,-27.70,-24.4650,3,cross=0;pullback=1;rejoin=0;continuation=0
2026-03-04T08:15:00.000000000Z,2026-03-04T08:15:00.000000000Z,SHORT,21000.00,0.00,0.70212,0.70212,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,-24.4650,0,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-04T08:15:00.000000000Z,2026-03-04T10:08:00.000000000Z,SHORT,21000.00,21000.00,0.70212,0.70499,EXIT,SL,-28.70,-28.70,-60.2700,-51.40,-84.7350,6,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-04T11:30:00.000000000Z,2026-03-04T11:30:00.000000000Z,SHORT,21000.00,0.00,0.70485,0.70485,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,-84.7350,0,cross=0;pullback=1;rejoin=0;continuation=0
2026-03-04T11:30:00.000000000Z,2026-03-04T15:15:00.000000000Z,SHORT,21000.00,21000.00,0.70485,0.70693,EXIT,FLIP,-20.80,-20.80,-43.6800,-20.70,-128.4150,15,cross=0;pullback=1;rejoin=0;continuation=0
2026-03-04T15:15:00.000000000Z,2026-03-04T15:15:00.000000000Z,LONG,21000.00,0.00,0.70693,0.70693,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-128.4150,0,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-04T15:15:00.000000000Z,2026-03-04T18:00:00.000000000Z,LONG,21000.00,21000.00,0.70693,0.70643,EXIT,FLIP,-5.00,-5.00,-10.5000,-14.10,-138.9150,11,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-04T18:00:00.000000000Z,2026-03-04T18:00:00.000000000Z,SHORT,21000.00,0.00,0.70643,0.70643,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-138.9150,0,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-04T18:00:00.000000000Z,2026-03-05T00:00:00.000000000Z,SHORT,21000.00,21000.00,0.70643,0.70800,EXIT,FLIP,-15.70,-15.70,-32.9700,-19.10,-171.8850,24,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-05T00:00:00.000000000Z,2026-03-05T00:00:00.000000000Z,LONG,21000.00,0.00,0.70800,0.70800,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-171.8850,0,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-05T00:00:00.000000000Z,2026-03-05T01:30:00.000000000Z,LONG,21000.00,21000.00,0.70800,0.70693,EXIT,FLIP,-10.70,-10.70,-22.4700,-12.00,-194.3550,6,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-05T01:30:00.000000000Z,2026-03-05T01:30:00.000000000Z,SHORT,21000.00,0.00,0.70693,0.70693,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-194.3550,0,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-05T01:30:00.000000000Z,2026-03-05T04:03:00.000000000Z,SHORT,21000.00,9450.00,0.70693,0.70500,TP1,TP1,19.30,8.68,18.2385,-5.40,-176.1165,9,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-05T01:30:00.000000000Z,2026-03-05T04:03:00.000000000Z,SHORT,21000.00,11550.00,0.70693,0.70450,RUNNER,RUNNER_STOP,24.30,13.36,28.0665,-5.40,-148.0500,9,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-05T06:45:00.000000000Z,2026-03-05T06:45:00.000000000Z,LONG,21000.00,0.00,0.70477,0.70477,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,-148.0500,0,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-05T06:45:00.000000000Z,2026-03-05T08:09:00.000000000Z,LONG,21000.00,21000.00,0.70477,0.70190,EXIT,SL,-28.70,-28.70,-60.2700,-27.50,-208.3200,4,cross=1;pullback=1;rejoin=1;continuation=0
