entry_ts,exit_ts,side,units_opened,units_closed,entry_price,exit_price,leg,reason,pnl_pips,pnl_pips_weighted,pnl_usd,mae_pips,equity,hold_bars,entry_components
2026-03-02T08:30:00.000000000Z,2026-03-02T08:30:00.000000000Z,LONG,21000.00,0.00,0.70623,0.70623,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,0.0000,0,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-02T08:30:00.000000000Z,2026-03-02T09:10:00.000000000Z,LONG,21000.00,9450.00,0.70623,0.70816,TP1,TP1,19.30,8.68,18.2385,-2.00,18.2385,1,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-02T08:30:00.000000000Z,2026-03-02T09:10:00.000000000Z,LONG,21000.00,11550.00,0.70623,0.70866,RUNNER,RUNNER_STOP,24.30,13.36,28.0665,-2.00,46.3050,1,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-02T11:00:00.000000000Z,2026-03-02T11:00:00.000000000Z,SHORT,16800.00,0.00,0.70809,0.70809,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,46.3050,0,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-02T11:00:00.000000000Z,2026-03-02T12:52:00.000000000Z,SHORT,16800.00,7560.00,0.70809,0.70616,TP1,TP1,19.30,8.68,14.5908,-10.10,60.8958,6,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-02T11:00:00.000000000Z,2026-03-02T12:52:00.000000000Z,SHORT,16800.00,9240.00,0.70809,0.70566,RUNNER,RUNNER_STOP,24.30,13.36,22.4532,-10.10,83.3490,6,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-02T14:30:00.000000000Z,2026-03-02T14:30:00.000000000Z,LONG,21000.00,0.00,0.70787,0.70787,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,83.3490,0,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-02T14:30:00.000000000Z,2026-03-02T19:20:00.000000000Z,LONG,21000.00,9450.00,0.70787,0.70980,TP1,TP1,19.30,8.68,18.2385,-25.30,101.5875,18,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-02T14:30:00.000000000Z,2026-03-02T19:20:00.000000000Z,LONG,21000.00,11550.00,0.70787,0.71030,RUNNER,RUNNER_STOP,24.30,13.36,28.0665,-25.30,129.6540,18,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-02T20:00:00.000000000Z,2026-03-02T20:00:00.000000000Z,SHORT,16800.00,0.00,0.70737,0.70737,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,129.6540,0,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-02T20:00:00.000000000Z,2026-03-02T22:32:00.000000000Z,SHORT,16800.00,16800.00,0.70737,0.71024,EXIT,SL,-28.70,-28.70,-48.2160,-29.50,81.4380,9,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-03T00:00:00.000000000Z,2026-03-03T00:00:00.000000000Z,SHORT,21000.00,0.00,0.70960,0.70960,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,81.4380,0,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-03T00:00:00.000000000Z,2026-03-03T07:00:00.000000000Z,SHORT,21000.00,21000.00,0.70960,0.70957,EXIT,FLIP,0.30,0.30,0.6300,-26.80,82.0680,28,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-03T07:00:00.000000000Z,2026-03-03T07:00:00.000000000Z,LONG,16800.00,0.00,0.70957,0.70957,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,82.0680,0,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-03T07:00:00.000000000Z,2026-03-03T08:29:00.000000000Z,LONG,16800.00,16800.00,0.70957,0.70670,EXIT,SL,-28.70,-28.70,-48.2160,-28.80,33.8520,4,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-03T11:45:00.000000000Z,2026-03-03T11:45:00.000000000Z,LONG,16800.00,0.00,0.70271,0.70271,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,33.8520,0,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-03T11:45:00.000000000Z,2026-03-03T14:25:00.000000000Z,LONG,16800.00,16800.00,0.70271,0.69984,EXIT,SL,-28.70,-28.70,-48.2160,-28.40,-14.3640,9,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-03T15:45:00.000000000Z,2026-03-03T15:45:00.000000000Z,LONG,21000.00,0.00,0.69961,0.69961,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,-14.3640,0,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-03T15:45:00.000000000Z,2026-03-03T16:17:00.000000000Z,LONG,21000.00,9450.00,0.69961,0.70154,TP1,TP1,19.30,8.68,18.2385,-4.50,3.8745,1,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-03T15:45:00.000000000Z,2026-03-03T16:17:00.000000000Z,LONG,21000.00,11550.00,0.69961,0.70204,RUNNER,RUNNER_STOP,24.30,13.36,28.0665,-4.50,31.9410,1,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-03T19:00:00.000000000Z,2026-03-03T19:00:00.000000000Z,SHORT,21000.00,0.00,0.70339,0.70339,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,31.9410,0,cross=0;pullback=1;rejoin=0;continuation=0
2026-03-03T19:00:00.000000000Z,2026-03-04T00:39:00.000000000Z,SHORT,21000.00,9450.00,0.70339,0.70146,TP1,TP1,19.30,8.68,18.2385,-23.80,50.1795,21,cross=0;pullback=1;rejoin=0;continuation=0
2026-03-03T19:00:00.000000000Z,2026-03-04T00:39:00.000000000Z,SHORT,21000.00,11550.00,0.70339,0.70096,RUNNER,RUNNER_STOP,24.30,13.36,28.0665,-23.80,78.2460,21,cross=0;pullback=1;rejoin=0;continuation=0
2026-03-04T02:00:00.000000000Z,2026-03-04T02:00:00.000000000Z,LONG,21000.00,0.00,0.70105,0.70105,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,78.2460,0,cross=0;pullback=1;rejoin=0;continuation=0
2026-03-04T02:00:00.000000000Z,2026-03-04T07:26:00.000000000Z,LONG,21000.00,9450.00,0.70105,0.70298,TP1,TP1,19.30,8.68,18.2385,-25.90,96.4845,20,cross=0;pullback=1;rejoin=0;continuation=0
2026-03-04T02:00:00.000000000Z,2026-03-04T07:26:00.000000000Z,LONG,21000.00,11550.00,0.70105,0.70348,RUNNER,RUNNER_STOP,24.30,13.36,28.0665,-25.90,124.5510,20,cross=0;pullback=1;rejoin=0;continuation=0
2026-03-04T08:15:00.000000000Z,2026-03-04T08:15:00.000000000Z,SHORT,21000.00,0.00,0.70212,0.70212,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,124.5510,0,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-04T08:15:00.000000000Z,2026-03-04T10:08:00.000000000Z,SHORT,21000.00,21000.00,0.70212,0.70499,EXIT,SL,-28.70,-28.70,-60.2700,-51.40,64.2810,6,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-04T15:15:00.000000000Z,2026-03-04T15:15:00.000000000Z,LONG,21000.00,0.00,0.70693,0.70693,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,64.2810,0,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-04T15:15:00.000000000Z,2026-03-04T20:45:00.000000000Z,LONG,21000.00,21000.00,0.70693,0.70772,EXIT,FLIP,7.90,7.90,16.5900,-14.10,80.8710,22,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-04T20:45:00.000000000Z,2026-03-04T20:45:00.000000000Z,SHORT,16800.00,0.00,0.70772,0.70772,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,80.8710,0,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-04T20:45:00.000000000Z,2026-03-05T00:00:00.000000000Z,SHORT,16800.00,16800.00,0.70772,0.70800,EXIT,FLIP,-2.80,-2.80,-4.7040,-4.00,76.1670,13,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-05T00:00:00.000000000Z,2026-03-05T00:00:00.000000000Z,LONG,21000.00,0.00,0.70800,0.70800,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,76.1670,0,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-05T00:00:00.000000000Z,2026-03-05T01:30:00.000000000Z,LONG,21000.00,21000.00,0.70800,0.70693,EXIT,FLIP,-10.70,-10.70,-22.4700,-12.00,53.6970,6,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-05T01:30:00.000000000Z,2026-03-05T01:30:00.000000000Z,SHORT,21000.00,0.00,0.70693,0.70693,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,53.6970,0,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-05T01:30:00.000000000Z,2026-03-05T04:03:00.000000000Z,SHORT,21000.00,9450.00,0.70693,0.70500,TP1,TP1,19.30,8.68,18.2385,-5.40,71.9355,9,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-05T01:30:00.000000000Z,2026-03-05T04:03:00.000000000Z,SHORT,21000.00,11550.00,0.70693,0.70450,RUNNER,RUNNER_STOP,24.30,13.36,28.0665,-5.40,100.0020,9,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-05T06:45:00.000000000Z,2026-03-05T06:45:00.000000000Z,LONG,16800.00,0.00,0.70477,0.70477,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,100.0020,0,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-05T06:45:00.000000000Z,2026-03-05T08:09:00.000000000Z,LONG,16800.00,16800.00,0.70477,0.70190,EXIT,SL,-28.70,-28.70,-48.2160,-27.50,51.7860,4,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-05T09:00:00.000000000Z,2026-03-05T09:00:00.000000000Z,LONG,21000.00,0.00,0.70671,0.70671,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,51.7860,0,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-05T09:00:00.000000000Z,2026-03-05T09:52:00.000000000Z,LONG,21000.00,21000.00,0.70671,0.70384,EXIT,SL,-28.70,-28.70,-60.2700,-27.50,-8.4840,2,cross=1;pullback=0;rejoin=0;continuation=0
2026-03-05T10:30:00.000000000Z,2026-03-05T10:30:00.000000000Z,SHORT,21000.00,0.00,0.70419,0.70419,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,-8.4840,0,cross=1;pullback=1;rejoin=1;continuation=0
2026-03-05T10:30:00.000000000Z,2026-03-05T14:39:00.000000000Z,SHORT,21000.00,9450.00,0.70419,0.70226,TP1,TP1,19.30,8.68,18.2385,-16.50,9.7545,15,cross=1;pullback=1;rejoin=1;continuation=0
