entry_ts,exit_ts,side,units_opened,units_closed,entry_price,exit_price,leg,reason,pnl_pips,pnl_pips_weighted,pnl_usd,mae_pips,equity,hold_bars,comp_units_opened,comp_units_closed,comp_pnl_usd,comp_balance
2026-02-02T14:30:00.000000000Z,2026-02-03T03:30:00.000000000Z,LONG,8000.00,5600.00,0.69620,0.69814,RUNNER,RUNNER_STOP,19.35,13.55,10.8360,-26.35,33.6400,51,0,7651,14.804685,288.155130
2026-02-03T05:00:00.000000000Z,2026-02-03T05:00:00.000000000Z,SHORT,8000.00,0.00,0.70049,0.70049,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,33.6400,0,11723,0,0.000000,288.155130
2026-02-03T05:00:00.000000000Z,2026-02-03T07:32:00.000000000Z,SHORT,8000.00,8000.00,0.70049,0.70336,EXIT,SL,-28.65,-28.65,-22.9200,-30.55,10.7200,9,0,11723,-33.586395,254.568735
2026-02-03T08:45:00.000000000Z,2026-02-03T08:45:00.000000000Z,SHORT,8000.00,0.00,0.70293,0.70293,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,10.7200,0,10321,0,0.000000,254.568735
2026-02-03T08:45:00.000000000Z,2026-02-03T09:25:00.000000000Z,SHORT,8000.00,2400.00,0.70293,0.70100,TP1,TP1,19.35,5.81,4.6440,-2.95,15.3640,1,0,3096,5.990760,260.559495
2026-02-03T08:45:00.000000000Z,2026-02-03T09:25:00.000000000Z,SHORT,8000.00,5600.00,0.70293,0.70100,RUNNER,RUNNER_STOP,19.35,13.55,10.8360,-2.95,26.2000,1,0,7225,13.980375,274.539870
2026-02-03T12:00:00.000000000Z,2026-02-03T12:00:00.000000000Z,LONG,8000.00,0.00,0.70059,0.70059,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,26.2000,0,11168,0,0.000000,274.539870
2026-02-03T12:00:00.000000000Z,2026-02-03T17:15:00.000000000Z,LONG,8000.00,8000.00,0.70059,0.70142,EXIT,FLIP,8.30,8.30,6.6400,-25.05,32.8400,21,0,11168,9.269440,283.809310
2026-02-03T17:15:00.000000000Z,2026-02-03T17:15:00.000000000Z,SHORT,8000.00,0.00,0.70142,0.70142,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,32.8400,0,11531,0,0.000000,283.809310
2026-02-03T17:15:00.000000000Z,2026-02-03T19:05:00.000000000Z,SHORT,8000.00,2400.00,0.70142,0.69948,TP1,TP1,19.35,5.81,4.6440,-5.15,37.4840,6,0,3459,6.693165,290.502475
2026-02-03T17:15:00.000000000Z,2026-02-03T19:05:00.000000000Z,SHORT,8000.00,5600.00,0.70142,0.69948,RUNNER,RUNNER_STOP,19.35,13.55,10.8360,-5.15,48.3200,6,0,8072,15.619320,306.121795
2026-02-04T01:00:00.000000000Z,2026-02-04T01:00:00.000000000Z,LONG,8000.00,0.00,0.70259,0.70259,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,48.3200,0,12417,0,0.000000,306.121795
2026-02-04T01:00:00.000000000Z,2026-02-04T02:15:00.000000000Z,LONG,8000.00,8000.00,0.70259,0.70222,EXIT,FLIP,-3.70,-3.70,-2.9600,-4.85,45.3600,5,0,12417,-4.594290,301.527505
2026-02-04T02:15:00.000000000Z,2026-02-04T02:15:00.000000000Z,SHORT,8000.00,0.00,0.70222,0.70222,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,45.3600,0,12237,0,0.000000,301.527505
2026-02-04T02:15:00.000000000Z,2026-02-04T04:00:00.000000000Z,SHORT,8000.00,8000.00,0.70222,0.70240,EXIT,FLIP,-1.90,-1.90,-1.5200,-3.25,43.8400,7,0,12237,-2.325030,299.202475
2026-02-04T04:00:00.000000000Z,2026-02-04T04:00:00.000000000Z,LONG,8000.00,0.00,0.70240,0.70240,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,43.8400,0,12140,0,0.000000,299.202475
2026-02-04T04:00:00.000000000Z,2026-02-04T07:15:00.000000000Z,LONG,8000.00,8000.00,0.70240,0.70280,EXIT,FLIP,3.90,3.90,3.1200,-4.85,46.9600,13,0,12140,4.734600,303.937075
2026-02-04T07:15:00.000000000Z,2026-02-04T07:15:00.000000000Z,SHORT,8000.00,0.00,0.70280,0.70280,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,46.9600,0,12325,0,0.000000,303.937075
2026-02-04T07:15:00.000000000Z,2026-02-04T11:45:00.000000000Z,SHORT,8000.00,8000.00,0.70280,0.70218,EXIT,FLIP,6.10,6.10,4.8800,-15.15,51.8400,18,0,12325,7.518250,311.455325
2026-02-04T11:45:00.000000000Z,2026-02-04T11:45:00.000000000Z,LONG,8000.00,0.00,0.70218,0.70218,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,51.8400,0,12641,0,0.000000,311.455325
2026-02-04T11:45:00.000000000Z,2026-02-04T14:30:00.000000000Z,LONG,8000.00,8000.00,0.70218,0.70210,EXIT,FLIP,-0.90,-0.90,-0.7200,-5.25,51.1200,11,0,12641,-1.137690,310.317635
2026-02-04T14:30:00.000000000Z,2026-02-04T14:30:00.000000000Z,SHORT,8000.00,0.00,0.70210,0.70210,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,51.1200,0,12596,0,0.000000,310.317635
2026-02-04T14:30:00.000000000Z,2026-02-04T15:34:00.000000000Z,SHORT,8000.00,2400.00,0.70210,0.70016,TP1,TP1,19.35,5.81,4.6440,-4.65,55.7640,3,0,3779,7.312365,317.630000
2026-02-04T14:30:00.000000000Z,2026-02-04T15:34:00.000000000Z,SHORT,8000.00,5600.00,0.70210,0.70016,RUNNER,RUNNER_STOP,19.35,13.55,10.8360,-4.65,66.6000,3,0,8817,17.060895,334.690895
2026-02-04T17:00:00.000000000Z,2026-02-04T17:00:00.000000000Z,LONG,8000.00,0.00,0.70022,0.70022,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,66.6000,0,13622,0,0.000000,334.690895
2026-02-04T17:00:00.000000000Z,2026-02-04T17:40:00.000000000Z,LONG,8000.00,8000.00,0.70022,0.69736,EXIT,SL,-28.65,-28.65,-22.9200,-29.85,43.6800,1,0,13622,-39.027030,295.663865
2026-02-05T01:15:00.000000000Z,2026-02-05T01:15:00.000000000Z,SHORT,8000.00,0.00,0.69973,0.69973,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,43.6800,0,12042,0,0.000000,295.663865
2026-02-05T01:15:00.000000000Z,2026-02-05T02:14:00.000000000Z,SHORT,8000.00,2400.00,0.69973,0.69780,TP1,TP1,19.35,5.81,4.6440,-5.25,48.3240,2,0,3613,6.991155,302.655020
2026-02-05T01:15:00.000000000Z,2026-02-05T02:14:00.000000000Z,SHORT,8000.00,5600.00,0.69973,0.69780,RUNNER,RUNNER_STOP,19.35,13.55,10.8360,-5.25,59.1600,2,0,8429,16.310115,318.965135
2026-02-05T07:30:00.000000000Z,2026-02-05T07:30:00.000000000Z,SHORT,8000.00,0.00,0.69744,0.69744,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,59.1600,0,13034,0,0.000000,318.965135
2026-02-05T07:30:00.000000000Z,2026-02-05T14:30:00.000000000Z,SHORT,8000.00,8000.00,0.69744,0.69786,EXIT,FLIP,-4.20,-4.20,-3.3600,-16.35,55.8000,28,0,13034,-5.474280,313.490855
2026-02-05T14:30:00.000000000Z,2026-02-05T14:30:00.000000000Z,LONG,8000.00,0.00,0.69786,0.69786,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,55.8000,0,12802,0,0.000000,313.490855
2026-02-05T14:30:00.000000000Z,2026-02-05T15:26:00.000000000Z,LONG,8000.00,8000.00,0.69786,0.69500,EXIT,SL,-28.65,-28.65,-22.9200,-29.65,32.8800,2,0,12802,-36.677730,276.813125
2026-02-05T16:15:00.000000000Z,2026-02-05T16:15:00.000000000Z,LONG,8000.00,0.00,0.69671,0.69671,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,32.8800,0,11323,0,0.000000,276.813125
2026-02-05T16:15:00.000000000Z,2026-02-05T21:07:00.000000000Z,LONG,8000.00,8000.00,0.69671,0.69384,EXIT,SL,-28.65,-28.65,-22.9200,-27.85,9.9600,18,0,11323,-32.440395,244.372730
2026-02-06T00:30:00.000000000Z,2026-02-06T00:30:00.000000000Z,LONG,8000.00,0.00,0.69201,0.69201,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,9.9600,0,10064,0,0.000000,244.372730
2026-02-06T00:30:00.000000000Z,2026-02-06T02:01:00.000000000Z,LONG,8000.00,2400.00,0.69201,0.69395,TP1,TP1,19.35,5.81,4.6440,-9.45,14.6040,5,0,3019,5.841765,250.214495
2026-02-06T00:30:00.000000000Z,2026-02-06T02:01:00.000000000Z,LONG,8000.00,5600.00,0.69201,0.69395,RUNNER,RUNNER_STOP,19.35,13.55,10.8360,-9.45,25.4400,5,0,7045,13.632075,263.846570
2026-02-06T02:45:00.000000000Z,2026-02-06T02:45:00.000000000Z,SHORT,8000.00,0.00,0.69371,0.69371,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,25.4400,0,10839,0,0.000000,263.846570
2026-02-06T02:45:00.000000000Z,2026-02-06T08:20:00.000000000Z,SHORT,8000.00,8000.00,0.69371,0.69658,EXIT,SL,-28.65,-28.65,-22.9200,-28.65,2.5200,21,0,10839,-31.053735,232.792835
2026-02-06T12:15:00.000000000Z,2026-02-06T12:15:00.000000000Z,LONG,8000.00,0.00,0.69840,0.69840,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,2.5200,0,9499,0,0.000000,232.792835
2026-02-06T12:15:00.000000000Z,2026-02-06T14:33:00.000000000Z,LONG,8000.00,2400.00,0.69840,0.70034,TP1,TP1,19.35,5.81,4.6440,-2.85,7.1640,8,0,2850,5.514750,238.307585
2026-02-06T12:15:00.000000000Z,2026-02-06T14:33:00.000000000Z,LONG,8000.00,5600.00,0.69840,0.70034,RUNNER,RUNNER_STOP,19.35,13.55,10.8360,-2.85,18.0000,8,0,6649,12.865815,251.173400
2026-02-06T15:45:00.000000000Z,2026-02-06T15:45:00.000000000Z,SHORT,8000.00,0.00,0.70054,0.70054,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,18.0000,0,10218,0,0.000000,251.173400
2026-02-06T15:45:00.000000000Z,2026-02-06T18:30:00.000000000Z,SHORT,8000.00,8000.00,0.70054,0.70222,EXIT,FLIP,-16.80,-16.80,-13.4400,-19.55,4.5600,11,0,10218,-17.166240,234.007160
2026-02-06T18:30:00.000000000Z,2026-02-06T18:30:00.000000000Z,LONG,8000.00,0.00,0.70222,0.70222,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,4.5600,0,9497,0,0.000000,234.007160
2026-02-06T18:30:00.000000000Z,2026-02-06T21:45:00.000000000Z,LONG,8000.00,8000.00,0.70222,0.70127,EXIT,FLIP,-9.60,-9.60,-7.6800,-9.05,-3.1200,13,0,9497,-9.117120,224.890040
2026-02-06T21:45:00.000000000Z,2026-02-06T21:45:00.000000000Z,SHORT,8000.00,0.00,0.70127,0.70127,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-3.1200,0,9139,0,0.000000,224.890040
2026-02-06T21:45:00.000000000Z,2026-02-09T03:00:00.000000000Z,SHORT,8000.00,8000.00,0.70127,0.70288,EXIT,FLIP,-16.20,-16.20,-12.9600,-25.15,-16.0800,21,0,9139,-14.805180,210.084860
2026-02-09T03:00:00.000000000Z,2026-02-09T03:00:00.000000000Z,LONG,8000.00,0.00,0.70288,0.70288,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-16.0800,0,8518,0,0.000000,210.084860
2026-02-09T03:00:00.000000000Z,2026-02-09T03:45:00.000000000Z,LONG,8000.00,8000.00,0.70288,0.70214,EXIT,FLIP,-7.50,-7.50,-6.0000,-7.75,-22.0800,3,0,8518,-6.388500,203.696360
2026-02-09T03:45:00.000000000Z,2026-02-09T03:45:00.000000000Z,SHORT,8000.00,0.00,0.70214,0.70214,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-22.0800,0,8268,0,0.000000,203.696360
2026-02-09T03:45:00.000000000Z,2026-02-09T05:00:00.000000000Z,SHORT,8000.00,8000.00,0.70214,0.70266,EXIT,FLIP,-5.30,-5.30,-4.2400,-6.85,-26.3200,5,0,8268,-4.382040,199.314320
2026-02-09T05:00:00.000000000Z,2026-02-09T05:00:00.000000000Z,LONG,8000.00,0.00,0.70266,0.70266,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-26.3200,0,8084,0,0.000000,199.314320
2026-02-09T05:00:00.000000000Z,2026-02-09T07:15:00.000000000Z,LONG,8000.00,8000.00,0.70266,0.70322,EXIT,FLIP,5.50,5.50,4.4000,-3.05,-21.9200,9,0,8084,4.446200,203.760520
2026-02-09T07:15:00.000000000Z,2026-02-09T07:15:00.000000000Z,SHORT,8000.00,0.00,0.70322,0.70322,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-21.9200,0,8257,0,0.000000,203.760520
2026-02-09T07:15:00.000000000Z,2026-02-09T11:30:00.000000000Z,SHORT,8000.00,8000.00,0.70322,0.70322,EXIT,FLIP,-0.10,-0.10,-0.0800,-13.25,-22.0000,17,0,8257,-0.082570,203.677950
2026-02-09T11:30:00.000000000Z,2026-02-09T11:30:00.000000000Z,LONG,8000.00,0.00,0.70322,0.70322,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-22.0000,0,8254,0,0.000000,203.677950
2026-02-09T11:30:00.000000000Z,2026-02-09T13:05:00.000000000Z,LONG,8000.00,2400.00,0.70322,0.70516,TP1,TP1,19.35,5.81,4.6440,-2.25,-17.3560,5,0,2476,4.791060,208.469010
2026-02-09T11:30:00.000000000Z,2026-02-09T13:05:00.000000000Z,LONG,8000.00,5600.00,0.70322,0.70516,RUNNER,RUNNER_STOP,19.35,13.55,10.8360,-2.25,-6.5200,5,0,5778,11.180430,219.649440
2026-02-09T16:15:00.000000000Z,2026-02-09T16:15:00.000000000Z,SHORT,8000.00,0.00,0.70837,0.70837,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,-6.5200,0,8837,0,0.000000,219.649440
2026-02-09T16:15:00.000000000Z,2026-02-09T21:45:00.000000000Z,SHORT,8000.00,8000.00,0.70837,0.70945,EXIT,FLIP,-10.80,-10.80,-8.6400,-15.15,-15.1600,22,0,8837,-9.543960,210.105480
2026-02-09T21:45:00.000000000Z,2026-02-09T21:45:00.000000000Z,LONG,8000.00,0.00,0.70945,0.70945,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-15.1600,0,8440,0,0.000000,210.105480
2026-02-09T21:45:00.000000000Z,2026-02-10T06:12:00.000000000Z,LONG,8000.00,8000.00,0.70945,0.70659,EXIT,SL,-28.65,-28.65,-22.9200,-27.95,-38.0800,32,0,8440,-24.180600,185.924880
2026-02-10T06:45:00.000000000Z,2026-02-10T06:45:00.000000000Z,LONG,8000.00,0.00,0.70691,0.70691,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,-38.0800,0,7495,0,0.000000,185.924880
2026-02-10T06:45:00.000000000Z,2026-02-10T09:45:00.000000000Z,LONG,8000.00,8000.00,0.70691,0.70736,EXIT,FLIP,4.50,4.50,3.6000,-4.45,-34.4800,12,0,7495,3.372750,189.297630
2026-02-10T09:45:00.000000000Z,2026-02-10T09:45:00.000000000Z,SHORT,8000.00,0.00,0.70736,0.70736,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-34.4800,0,7626,0,0.000000,189.297630
2026-02-10T09:45:00.000000000Z,2026-02-10T13:45:00.000000000Z,SHORT,8000.00,8000.00,0.70736,0.70754,EXIT,FLIP,-1.90,-1.90,-1.5200,-6.05,-36.0000,16,0,7626,-1.448940,187.848690
2026-02-10T13:45:00.000000000Z,2026-02-10T13:45:00.000000000Z,LONG,8000.00,0.00,0.70754,0.70754,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-36.0000,0,7566,0,0.000000,187.848690
2026-02-10T13:45:00.000000000Z,2026-02-10T15:00:00.000000000Z,LONG,8000.00,8000.00,0.70754,0.70773,EXIT,FLIP,1.80,1.80,1.4400,-6.85,-34.5600,5,0,7566,1.361880,189.210570
2026-02-10T15:00:00.000000000Z,2026-02-10T15:00:00.000000000Z,SHORT,8000.00,0.00,0.70773,0.70773,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-34.5600,0,7619,0,0.000000,189.210570
2026-02-10T15:00:00.000000000Z,2026-02-10T19:00:00.000000000Z,SHORT,8000.00,8000.00,0.70773,0.70728,EXIT,FLIP,4.40,4.40,3.5200,-11.35,-31.0400,16,0,7619,3.352360,192.562930
2026-02-10T19:00:00.000000000Z,2026-02-10T19:00:00.000000000Z,LONG,8000.00,0.00,0.70728,0.70728,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-31.0400,0,7759,0,0.000000,192.562930
2026-02-10T19:00:00.000000000Z,2026-02-11T01:43:00.000000000Z,LONG,8000.00,2400.00,0.70728,0.70922,TP1,TP1,19.35,5.81,4.6440,-3.85,-26.3960,25,0,2328,4.504680,197.067610
2026-02-10T19:00:00.000000000Z,2026-02-11T01:43:00.000000000Z,LONG,8000.00,5600.00,0.70728,0.70922,RUNNER,RUNNER_STOP,19.35,13.55,10.8360,-3.85,-15.5600,25,0,5431,10.508985,207.576595
2026-02-11T07:45:00.000000000Z,2026-02-11T07:45:00.000000000Z,LONG,8000.00,0.00,0.71086,0.71086,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,-15.5600,0,8322,0,0.000000,207.576595
2026-02-11T07:45:00.000000000Z,2026-02-11T11:30:00.000000000Z,LONG,8000.00,8000.00,0.71086,0.71137,EXIT,FLIP,5.00,5.00,4.0000,-10.05,-11.5600,15,0,8322,4.161000,211.737595
2026-02-11T11:30:00.000000000Z,2026-02-11T11:30:00.000000000Z,SHORT,8000.00,0.00,0.71137,0.71137,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-11.5600,0,8482,0,0.000000,211.737595
2026-02-11T11:30:00.000000000Z,2026-02-11T13:30:00.000000000Z,SHORT,8000.00,2400.00,0.71137,0.70943,TP1,TP1,19.35,5.81,4.6440,-3.35,-6.9160,7,0,2545,4.924575,216.662170
2026-02-11T11:30:00.000000000Z,2026-02-11T13:30:00.000000000Z,SHORT,8000.00,5600.00,0.71137,0.70943,RUNNER,RUNNER_STOP,19.35,13.55,10.8360,-3.35,3.9200,7,0,5937,11.488095,228.150265
2026-02-11T13:45:00.000000000Z,2026-02-11T13:45:00.000000000Z,LONG,8000.00,0.00,0.71157,0.71157,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,3.9200,0,9137,0,0.000000,228.150265
2026-02-11T13:45:00.000000000Z,2026-02-11T14:18:00.000000000Z,LONG,8000.00,2400.00,0.71157,0.71350,TP1,TP1,19.35,5.81,4.6440,-3.95,8.5640,1,0,2741,5.303835,233.454100
2026-02-11T13:45:00.000000000Z,2026-02-11T14:18:00.000000000Z,LONG,8000.00,5600.00,0.71157,0.71350,RUNNER,RUNNER_STOP,19.35,13.55,10.8360,-3.95,19.4000,1,0,6396,12.376260,245.830360
2026-02-11T18:45:00.000000000Z,2026-02-11T18:45:00.000000000Z,SHORT,8000.00,0.00,0.71330,0.71330,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,19.4000,0,9822,0,0.000000,245.830360
2026-02-11T18:45:00.000000000Z,2026-02-11T21:45:00.000000000Z,SHORT,8000.00,8000.00,0.71330,0.71281,EXIT,FLIP,4.90,4.90,3.9200,-5.55,23.3200,12,0,9822,4.812780,250.643140
2026-02-11T21:45:00.000000000Z,2026-02-11T21:45:00.000000000Z,LONG,8000.00,0.00,0.71281,0.71281,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,23.3200,0,10021,0,0.000000,250.643140
2026-02-11T21:45:00.000000000Z,2026-02-12T02:15:00.000000000Z,LONG,8000.00,8000.00,0.71281,0.71330,EXIT,FLIP,4.90,4.90,3.9200,-8.85,27.2400,18,0,10021,4.910290,255.553430
2026-02-12T02:15:00.000000000Z,2026-02-12T02:15:00.000000000Z,SHORT,8000.00,0.00,0.71330,0.71330,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,27.2400,0,10210,0,0.000000,255.553430
2026-02-12T02:15:00.000000000Z,2026-02-12T04:50:00.000000000Z,SHORT,8000.00,2400.00,0.71330,0.71136,TP1,TP1,19.35,5.81,4.6440,-7.65,31.8840,9,0,3063,5.926905,261.480335
2026-02-12T02:15:00.000000000Z,2026-02-12T04:50:00.000000000Z,SHORT,8000.00,5600.00,0.71330,0.71136,RUNNER,RUNNER_STOP,19.35,13.55,10.8360,-7.65,42.7200,9,0,7147,13.829445,275.309780
2026-02-12T05:30:00.000000000Z,2026-02-12T05:30:00.000000000Z,LONG,8000.00,0.00,0.71218,0.71218,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,42.7200,0,11017,0,0.000000,275.309780
2026-02-12T05:30:00.000000000Z,2026-02-12T12:15:00.000000000Z,LONG,8000.00,8000.00,0.71218,0.71269,EXIT,FLIP,5.10,5.10,4.0800,-16.85,46.8000,27,0,11017,5.618670,280.928450
2026-02-12T12:15:00.000000000Z,2026-02-12T12:15:00.000000000Z,SHORT,8000.00,0.00,0.71269,0.71269,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,46.8000,0,11234,0,0.000000,280.928450
2026-02-12T12:15:00.000000000Z,2026-02-12T16:13:00.000000000Z,SHORT,8000.00,2400.00,0.71269,0.71076,TP1,TP1,19.35,5.81,4.6440,-17.95,51.4440,14,0,3370,6.520950,287.449400
