entry_ts,exit_ts,side,units_opened,units_closed,entry_price,exit_price,leg,reason,pnl_pips,pnl_pips_weighted,pnl_usd,mae_pips,equity,hold_bars,comp_units_opened,comp_units_closed,comp_pnl_usd,comp_balance
2026-02-10T13:45:00.000000000Z,2026-02-10T13:45:00.000000000Z,LONG,8000.00,0.00,0.70754,0.70754,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-17.6400,0,8456,0,0.000000,209.928695
2026-02-10T13:45:00.000000000Z,2026-02-10T15:00:00.000000000Z,LONG,8000.00,8000.00,0.70754,0.70773,EXIT,FLIP,1.80,1.80,1.4400,-6.85,-16.2000,5,0,8456,1.522080,211.450775
2026-02-10T15:00:00.000000000Z,2026-02-10T15:00:00.000000000Z,SHORT,8000.00,0.00,0.70773,0.70773,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-16.2000,0,8515,0,0.000000,211.450775
2026-02-10T15:00:00.000000000Z,2026-02-10T19:00:00.000000000Z,SHORT,8000.00,8000.00,0.70773,0.70728,EXIT,FLIP,4.40,4.40,3.5200,-11.35,-12.6800,16,0,8515,3.746600,215.197375
2026-02-10T19:00:00.000000000Z,2026-02-10T19:00:00.000000000Z,LONG,8000.00,0.00,0.70728,0.70728,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,-12.6800,0,8671,0,0.000000,215.197375
2026-02-10T19:00:00.000000000Z,2026-02-11T01:43:00.000000000Z,LONG,8000.00,2400.00,0.70728,0.70922,TP1,TP1,19.35,5.81,4.6440,-3.85,-8.0360,25,0,2601,5.032935,220.230310
2026-02-10T19:00:00.000000000Z,2026-02-11T01:43:00.000000000Z,LONG,8000.00,5600.00,0.70728,0.70922,RUNNER,RUNNER_STOP,19.35,13.55,10.8360,-3.85,2.8000,25,0,6070,11.745450,231.975760
2026-02-11T07:45:00.000000000Z,2026-02-11T07:45:00.000000000Z,LONG,8000.00,0.00,0.71086,0.71086,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,2.8000,0,9300,0,0.000000,231.975760
2026-02-11T07:45:00.000000000Z,2026-02-11T11:30:00.000000000Z,LONG,8000.00,8000.00,0.71086,0.71137,EXIT,FLIP,5.00,5.00,4.0000,-10.05,6.8000,15,0,9300,4.650000,236.625760
2026-02-11T11:30:00.000000000Z,2026-02-11T11:30:00.000000000Z,SHORT,8000.00,0.00,0.71137,0.71137,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,6.8000,0,9480,0,0.000000,236.625760
2026-02-11T11:30:00.000000000Z,2026-02-11T13:30:00.000000000Z,SHORT,8000.00,2400.00,0.71137,0.70943,TP1,TP1,19.35,5.81,4.6440,-3.35,11.4440,7,0,2844,5.503140,242.128900
2026-02-11T11:30:00.000000000Z,2026-02-11T13:30:00.000000000Z,SHORT,8000.00,5600.00,0.71137,0.70943,RUNNER,RUNNER_STOP,19.35,13.55,10.8360,-3.35,22.2800,7,0,6636,12.840660,254.969560
2026-02-11T13:45:00.000000000Z,2026-02-11T13:45:00.000000000Z,LONG,8000.00,0.00,0.71157,0.71157,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,22.2800,0,10212,0,0.000000,254.969560
2026-02-11T13:45:00.000000000Z,2026-02-11T14:18:00.000000000Z,LONG,8000.00,2400.00,0.71157,0.71350,TP1,TP1,19.35,5.81,4.6440,-3.95,26.9240,1,0,3064,5.928840,260.898400
2026-02-11T13:45:00.000000000Z,2026-02-11T14:18:00.000000000Z,LONG,8000.00,5600.00,0.71157,0.71350,RUNNER,RUNNER_STOP,19.35,13.55,10.8360,-3.95,37.7600,1,0,7148,13.831380,274.729780
2026-02-11T18:45:00.000000000Z,2026-02-11T18:45:00.000000000Z,SHORT,8000.00,0.00,0.71330,0.71330,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,37.7600,0,10976,0,0.000000,274.729780
2026-02-11T18:45:00.000000000Z,2026-02-11T21:45:00.000000000Z,SHORT,8000.00,8000.00,0.71330,0.71281,EXIT,FLIP,4.90,4.90,3.9200,-5.55,41.6800,12,0,10976,5.378240,280.108020
2026-02-11T21:45:00.000000000Z,2026-02-11T21:45:00.000000000Z,LONG,8000.00,0.00,0.71281,0.71281,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,41.6800,0,11199,0,0.000000,280.108020
2026-02-11T21:45:00.000000000Z,2026-02-12T02:15:00.000000000Z,LONG,8000.00,8000.00,0.71281,0.71330,EXIT,FLIP,4.90,4.90,3.9200,-8.85,45.6000,18,0,11199,5.487510,285.595530
2026-02-12T02:15:00.000000000Z,2026-02-12T02:15:00.000000000Z,SHORT,8000.00,0.00,0.71330,0.71330,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,45.6000,0,11411,0,0.000000,285.595530
2026-02-12T02:15:00.000000000Z,2026-02-12T04:50:00.000000000Z,SHORT,8000.00,2400.00,0.71330,0.71136,TP1,TP1,19.35,5.81,4.6440,-7.65,50.2440,9,0,3423,6.623505,292.219035
2026-02-12T02:15:00.000000000Z,2026-02-12T04:50:00.000000000Z,SHORT,8000.00,5600.00,0.71330,0.71136,RUNNER,RUNNER_STOP,19.35,13.55,10.8360,-7.65,61.0800,9,0,7988,15.456780,307.675815
2026-02-12T05:30:00.000000000Z,2026-02-12T05:30:00.000000000Z,LONG,8000.00,0.00,0.71218,0.71218,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,61.0800,0,12312,0,0.000000,307.675815
2026-02-12T05:30:00.000000000Z,2026-02-12T12:15:00.000000000Z,LONG,8000.00,8000.00,0.71218,0.71269,EXIT,FLIP,5.10,5.10,4.0800,-16.85,65.1600,27,0,12312,6.279120,313.954935
2026-02-12T12:15:00.000000000Z,2026-02-12T12:15:00.000000000Z,SHORT,8000.00,0.00,0.71269,0.71269,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,65.1600,0,12554,0,0.000000,313.954935
2026-02-12T12:15:00.000000000Z,2026-02-12T16:13:00.000000000Z,SHORT,8000.00,2400.00,0.71269,0.71076,TP1,TP1,19.35,5.81,4.6440,-17.95,69.8040,14,0,3766,7.287210,321.242145
2026-02-12T12:15:00.000000000Z,2026-02-12T16:13:00.000000000Z,SHORT,8000.00,5600.00,0.71269,0.71076,RUNNER,RUNNER_STOP,19.35,13.55,10.8360,-17.95,80.6400,14,0,8788,17.004780,338.246925
2026-02-12T17:45:00.000000000Z,2026-02-12T17:45:00.000000000Z,SHORT,8000.00,0.00,0.70857,0.70857,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,80.6400,0,13604,0,0.000000,338.246925
2026-02-12T17:45:00.000000000Z,2026-02-12T18:30:00.000000000Z,SHORT,8000.00,8000.00,0.70857,0.70888,EXIT,FLIP,-3.20,-3.20,-2.5600,-6.05,78.0800,3,0,13604,-4.353280,333.893645
2026-02-12T18:30:00.000000000Z,2026-02-12T18:30:00.000000000Z,LONG,8000.00,0.00,0.70888,0.70888,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,78.0800,0,13423,0,0.000000,333.893645
2026-02-12T18:30:00.000000000Z,2026-02-13T06:29:00.000000000Z,LONG,8000.00,8000.00,0.70888,0.70602,EXIT,SL,-28.65,-28.65,-22.9200,-27.65,55.1600,46,0,13423,-38.456895,295.436750
2026-02-13T07:45:00.000000000Z,2026-02-13T07:45:00.000000000Z,LONG,8000.00,0.00,0.70610,0.70610,ENTRY,ENTRY,0.00,0.00,0.0000,0.00,55.1600,0,11924,0,0.000000,295.436750
2026-02-13T07:45:00.000000000Z,2026-02-13T10:00:00.000000000Z,LONG,8000.00,8000.00,0.70610,0.70674,EXIT,FLIP,6.30,6.30,5.0400,-0.85,60.2000,9,0,11924,7.512120,302.948870
2026-02-13T10:00:00.000000000Z,2026-02-13T10:00:00.000000000Z,SHORT,8000.00,0.00,0.70674,0.70674,ENTRY,FLIP_ENTRY,0.00,0.00,0.0000,0.00,60.2000,0,12216,0,0.000000,302.948870
2026-02-13T10:00:00.000000000Z,2026-02-13T11:52:00.000000000Z,SHORT,8000.00,2400.00,0.70674,0.70480,TP1,TP1,19.35,5.81,4.6440,-3.25,64.8440,6,0,3665,7.091775,310.040645
2026-02-13T10:00:00.000000000Z,2026-02-13T11:52:00.000000000Z,SHORT,8000.00,5600.00,0.70674,0.70480,RUNNER,RUNNER_STOP,19.35,13.55,10.8360,-3.25,75.6800,6,0,8551,16.546185,326.586830
