entry_ts,exit_ts,side,leg,reason,base_units_opened,dynamic_units_opened,scale,base_pnl_usd,compounded_pnl_usd,balance_before,balance_after,liquidated
2026-03-02T13:30:00.000000000Z,2026-03-02T15:11:00.000000000Z,SHORT,EXIT,SL,21000.0000,22212.3029,1.05772871,-60.270000,-63.749309,500.000000,436.250691,0
2026-03-02T17:00:00.000000000Z,2026-03-02T19:19:00.000000000Z,LONG,TP1,TP1,21000.0000,19322.7640,0.92013162,18.238500,16.781821,436.250691,453.032511,0
2026-03-02T17:00:00.000000000Z,2026-03-02T19:19:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,19322.7640,0.92013162,28.066500,25.824874,453.032511,478.857386,0
2026-03-03T01:30:00.000000000Z,2026-03-03T07:50:00.000000000Z,SHORT,TP1,TP1,21000.0000,21144.2119,1.00686724,18.238500,18.363748,478.857386,497.221134,0
2026-03-03T01:30:00.000000000Z,2026-03-03T07:50:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,21144.2119,1.00686724,28.066500,28.259239,497.221134,525.480373,0
2026-03-03T15:30:00.000000000Z,2026-03-03T16:17:00.000000000Z,LONG,TP1,TP1,21000.0000,23547.1330,1.12129205,18.238500,20.450685,525.480373,545.931058,0
2026-03-03T15:30:00.000000000Z,2026-03-03T16:17:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,23547.1330,1.12129205,28.066500,31.470743,545.931058,577.401801,0
2026-03-03T21:00:00.000000000Z,2026-03-04T00:35:00.000000000Z,SHORT,TP1,TP1,21000.0000,25720.0961,1.22476648,18.238500,22.337903,577.401801,599.739705,0
2026-03-03T21:00:00.000000000Z,2026-03-04T00:35:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,25720.0961,1.22476648,28.066500,34.374908,599.739705,634.114613,0
2026-03-04T12:00:00.000000000Z,2026-03-04T15:29:00.000000000Z,SHORT,EXIT,SL,21000.0000,28231.0992,1.34433806,-60.270000,-81.023255,634.114613,553.091358,0
2026-03-04T17:00:00.000000000Z,2026-03-04T21:00:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,24545.4745,1.16883212,-34.020000,-39.763669,553.091358,513.327690,0
2026-03-04T21:00:00.000000000Z,2026-03-05T03:30:00.000000000Z,LONG,EXIT,SL,21000.0000,22728.6920,1.08231867,-60.270000,-65.231346,513.327690,448.096344,0
2026-03-05T06:30:00.000000000Z,2026-03-05T08:09:00.000000000Z,LONG,EXIT,SL,21000.0000,19932.4891,0.94916615,-60.270000,-57.206244,448.096344,390.890100,0
2026-03-05T15:00:00.000000000Z,2026-03-05T16:06:00.000000000Z,SHORT,TP1,TP1,21000.0000,17468.8591,0.83185043,18.238500,15.171704,390.890100,406.061804,0
2026-03-05T15:00:00.000000000Z,2026-03-05T16:06:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,17468.8591,0.83185043,28.066500,23.347130,406.061804,429.408934,0
2026-03-05T20:00:00.000000000Z,2026-03-06T01:09:00.000000000Z,LONG,TP1,TP1,21000.0000,19219.0307,0.91519194,18.238500,16.691728,429.408934,446.100662,0
2026-03-05T20:00:00.000000000Z,2026-03-06T01:09:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,19219.0307,0.91519194,28.066500,25.686235,446.100662,471.786897,0
2026-03-06T04:30:00.000000000Z,2026-03-06T09:46:00.000000000Z,SHORT,TP1,TP1,21000.0000,21044.2343,1.00210640,18.238500,18.276918,471.786897,490.063814,0
2026-03-06T04:30:00.000000000Z,2026-03-06T09:46:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,21044.2343,1.00210640,28.066500,28.125619,490.063814,518.189434,0
2026-03-06T13:00:00.000000000Z,2026-03-06T13:56:00.000000000Z,LONG,EXIT,SL,21000.0000,23177.3534,1.10368349,-60.270000,-66.519004,518.189434,451.670429,0
2026-03-06T15:00:00.000000000Z,2026-03-06T21:56:00.000000000Z,LONG,TP1,TP1,21000.0000,20197.5095,0.96178617,18.238500,17.541537,451.670429,469.211966,0
2026-03-06T15:00:00.000000000Z,2026-03-06T21:56:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,20197.5095,0.96178617,28.066500,26.993971,469.211966,496.205938,0
2026-03-08T21:00:00.000000000Z,2026-03-08T23:34:00.000000000Z,SHORT,TP1,TP1,21000.0000,22249.3187,1.05949137,18.238500,19.323533,496.205938,515.529471,0
2026-03-08T21:00:00.000000000Z,2026-03-08T23:34:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,22249.3187,1.05949137,28.066500,29.736214,515.529471,545.265685,0
2026-03-09T02:00:00.000000000Z,2026-03-09T03:00:00.000000000Z,LONG,TP1,TP1,21000.0000,24496.4020,1.16649533,18.238500,21.275125,545.265685,566.540811,0
2026-03-09T02:00:00.000000000Z,2026-03-09T03:00:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,24496.4020,1.16649533,28.066500,32.739441,566.540811,599.280252,0
2026-03-09T06:30:00.000000000Z,2026-03-09T09:33:00.000000000Z,SHORT,EXIT,SL,21000.0000,26848.7830,1.27851348,-60.270000,-77.056007,599.280252,522.224245,0
2026-03-09T12:00:00.000000000Z,2026-03-09T14:23:00.000000000Z,LONG,TP1,TP1,21000.0000,23319.5597,1.11045522,18.238500,20.253038,522.224245,542.477282,0
2026-03-09T12:00:00.000000000Z,2026-03-09T14:23:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,23319.5597,1.11045522,28.066500,31.166592,542.477282,573.643874,0
2026-03-09T17:00:00.000000000Z,2026-03-09T19:19:00.000000000Z,SHORT,EXIT,SL,21000.0000,25554.1534,1.21686445,-60.270000,-73.340420,573.643874,500.303454,0
2026-03-10T05:00:00.000000000Z,2026-03-10T06:12:00.000000000Z,LONG,TP1,TP1,21000.0000,22204.3876,1.05735179,18.238500,19.284511,500.303454,519.587964,0
2026-03-10T05:00:00.000000000Z,2026-03-10T06:12:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,22204.3876,1.05735179,28.066500,29.676164,519.587964,549.264128,0
2026-03-10T10:30:00.000000000Z,2026-03-10T14:43:00.000000000Z,SHORT,EXIT,SL,21000.0000,24218.2676,1.15325084,-60.270000,-69.506428,549.264128,479.757700,0
2026-03-10T16:30:00.000000000Z,2026-03-10T18:20:00.000000000Z,LONG,EXIT,SL,21000.0000,21033.4707,1.00159384,-60.270000,-60.366061,479.757700,419.391639,0
2026-03-10T18:00:00.000000000Z,2026-03-10T19:32:00.000000000Z,SHORT,TP1,TP1,21000.0000,18411.1127,0.87671965,18.238500,15.990051,419.391639,435.381691,0
2026-03-10T18:00:00.000000000Z,2026-03-10T19:32:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,18411.1127,0.87671965,28.066500,24.606452,435.381691,459.988143,0
2026-03-11T07:00:00.000000000Z,2026-03-11T09:51:00.000000000Z,SHORT,TP1,TP1,21000.0000,20118.3447,0.95801641,18.238500,17.472782,459.988143,477.460925,0
2026-03-11T07:00:00.000000000Z,2026-03-11T09:51:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,20118.3447,0.95801641,28.066500,26.888168,477.460925,504.349093,0
2026-03-11T12:00:00.000000000Z,2026-03-11T14:01:00.000000000Z,LONG,TP1,TP1,21000.0000,22063.4694,1.05064140,18.238500,19.162123,504.349093,523.511216,0
2026-03-11T12:00:00.000000000Z,2026-03-11T14:01:00.000000000Z,LONG,RUNNER,RUNNER_STOP,21000.0000,22063.4694,1.05064140,28.066500,29.487827,523.511216,552.999043,0
2026-03-11T17:30:00.000000000Z,2026-03-11T19:30:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,24265.5469,1.15550223,-26.460000,-30.574589,552.999043,522.424454,0
2026-03-11T19:30:00.000000000Z,2026-03-11T23:30:00.000000000Z,LONG,EXIT,SL,21000.0000,22883.5794,1.08969426,-60.270000,-65.675873,522.424454,456.748581,0
2026-03-12T00:30:00.000000000Z,2026-03-12T04:00:00.000000000Z,LONG,EXIT,FLIP,21000.0000,20037.3177,0.95415799,-30.240000,-28.853738,456.748581,427.894843,0
2026-03-12T04:00:00.000000000Z,2026-03-12T07:00:00.000000000Z,SHORT,EXIT,FLIP,21000.0000,18809.4217,0.89568675,1.470000,1.316660,427.894843,429.211503,0
2026-03-12T07:00:00.000000000Z,2026-03-12T13:47:00.000000000Z,LONG,EXIT,SL,21000.0000,18869.1515,0.89853102,-60.270000,-54.154465,429.211503,375.057038,0
2026-03-13T02:30:00.000000000Z,2026-03-13T06:24:00.000000000Z,SHORT,TP1,TP1,21000.0000,16615.3776,0.79120846,18.238500,14.430455,375.057038,389.487493,0
2026-03-13T02:30:00.000000000Z,2026-03-13T06:24:00.000000000Z,SHORT,RUNNER,RUNNER_STOP,21000.0000,16615.3776,0.79120846,28.066500,22.206452,389.487493,411.693946,0
2026-03-13T08:30:00.000000000Z,2026-03-13T12:45:00.000000000Z,LONG,TP1,TP1,21000.0000,18338.1952,0.87324739,18.238500,15.926723,411.693946,427.620668,0
