cache status: symbol=AUD_USD timeframe=M15 cached=4621 missing_windows=11
fetching candles chunk: 2026-01-14 -> 2026-01-14 (n=0)
fetching candles chunk: 2026-01-14 -> 2026-01-14 (n=0)
fetching candles chunk: 2026-01-14 -> 2026-01-14 (n=0)
fetching candles chunk: 2026-01-14 -> 2026-01-14 (n=0)
fetching candles chunk: 2026-01-15 -> 2026-01-15 (n=0)
fetching candles chunk: 2026-01-15 -> 2026-01-15 (n=0)
fetching candles chunk: 2026-01-15 -> 2026-01-15 (n=0)
fetching candles chunk: 2026-01-15 -> 2026-01-15 (n=0)
fetching candles chunk: 2026-01-15 -> 2026-01-15 (n=0)
fetching candles chunk: 2026-01-15 -> 2026-01-15 (n=0)
fetching candles chunk: 2026-01-15 -> 2026-01-15 (n=0)
fetching candles chunk: 2026-01-16 -> 2026-01-16 (n=0)
fetching candles chunk: 2026-01-16 -> 2026-01-16 (n=0)
fetching candles chunk: 2026-01-16 -> 2026-01-16 (n=0)
fetching candles chunk: 2026-01-16 -> 2026-01-16 (n=0)
fetching candles chunk: 2026-01-16 -> 2026-01-16 (n=0)
fetching candles chunk: 2026-01-16 -> 2026-01-16 (n=0)
fetching candles chunk: 2026-01-16 -> 2026-01-18 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-19 -> 2026-01-19 (n=0)
fetching candles chunk: 2026-01-20 -> 2026-01-20 (n=0)
fetching candles chunk: 2026-01-20 -> 2026-01-20 (n=0)
fetching candles chunk: 2026-01-20 -> 2026-01-20 (n=0)
fetching candles chunk: 2026-01-20 -> 2026-01-20 (n=0)
fetching candles chunk: 2026-01-21 -> 2026-01-21 (n=0)
fetching candles chunk: 2026-01-21 -> 2026-01-21 (n=0)
fetching candles chunk: 2026-01-21 -> 2026-01-21 (n=0)
fetching candles chunk: 2026-01-21 -> 2026-01-21 (n=0)
fetching candles chunk: 2026-01-21 -> 2026-01-21 (n=0)
fetching candles chunk: 2026-01-21 -> 2026-01-21 (n=0)
fetching candles chunk: 2026-01-22 -> 2026-01-22 (n=0)
fetching candles chunk: 2026-01-22 -> 2026-01-22 (n=0)
fetching candles chunk: 2026-01-22 -> 2026-01-22 (n=0)
fetching candles chunk: 2026-01-22 -> 2026-01-22 (n=0)
fetching candles chunk: 2026-01-22 -> 2026-01-22 (n=0)
fetching candles chunk: 2026-01-22 -> 2026-01-22 (n=0)
fetching candles chunk: 2026-01-22 -> 2026-01-22 (n=0)
fetching candles chunk: 2026-01-22 -> 2026-01-22 (n=0)
fetching candles chunk: 2026-01-22 -> 2026-01-22 (n=0)
fetching candles chunk: 2026-01-23 -> 2026-01-23 (n=0)
fetching candles chunk: 2026-01-23 -> 2026-01-25 (n=0)
fetching candles chunk: 2026-01-26 -> 2026-01-26 (n=0)
fetching candles chunk: 2026-01-26 -> 2026-01-26 (n=0)
fetching candles chunk: 2026-01-26 -> 2026-01-26 (n=0)
fetching candles chunk: 2026-01-26 -> 2026-01-26 (n=0)
fetching candles chunk: 2026-01-27 -> 2026-01-27 (n=0)
fetching candles chunk: 2026-01-27 -> 2026-01-27 (n=0)
fetching candles chunk: 2026-01-27 -> 2026-01-27 (n=0)
fetching candles chunk: 2026-01-27 -> 2026-01-27 (n=0)
fetching candles chunk: 2026-01-27 -> 2026-01-27 (n=0)
fetching candles chunk: 2026-01-27 -> 2026-01-27 (n=0)
fetching candles chunk: 2026-01-28 -> 2026-01-28 (n=0)
fetching candles chunk: 2026-01-28 -> 2026-01-28 (n=0)
fetching candles chunk: 2026-01-28 -> 2026-01-28 (n=0)
fetching candles chunk: 2026-01-28 -> 2026-01-28 (n=0)
fetching candles chunk: 2026-01-29 -> 2026-01-29 (n=0)
fetching candles chunk: 2026-01-29 -> 2026-01-29 (n=0)
fetching candles chunk: 2026-01-29 -> 2026-01-29 (n=0)
fetching candles chunk: 2026-01-29 -> 2026-01-29 (n=0)
fetching candles chunk: 2026-01-29 -> 2026-01-29 (n=0)
fetching candles chunk: 2026-01-30 -> 2026-02-01 (n=0)
fetching candles chunk: 2026-02-02 -> 2026-02-02 (n=0)
fetching candles chunk: 2026-02-02 -> 2026-02-02 (n=0)
fetching candles chunk: 2026-02-02 -> 2026-02-02 (n=0)
fetching candles chunk: 2026-02-02 -> 2026-02-02 (n=0)
fetching candles chunk: 2026-02-03 -> 2026-02-03 (n=0)
fetching candles chunk: 2026-02-04 -> 2026-02-04 (n=0)
fetching candles chunk: 2026-02-04 -> 2026-02-04 (n=0)
fetching candles chunk: 2026-02-04 -> 2026-02-04 (n=0)
fetching candles chunk: 2026-02-04 -> 2026-02-04 (n=0)
fetching candles chunk: 2026-02-05 -> 2026-02-05 (n=0)
fetching candles chunk: 2026-02-05 -> 2026-02-05 (n=0)
fetching candles chunk: 2026-02-06 -> 2026-02-06 (n=0)
fetching candles chunk: 2026-02-06 -> 2026-02-08 (n=0)
fetching candles chunk: 2026-02-08 -> 2026-02-08 (n=0)
fetching candles chunk: 2026-02-08 -> 2026-02-08 (n=0)
fetching candles chunk: 2026-02-09 -> 2026-02-09 (n=0)
fetching candles chunk: 2026-02-09 -> 2026-02-09 (n=0)
fetching candles chunk: 2026-02-09 -> 2026-02-09 (n=0)
fetching candles chunk: 2026-02-09 -> 2026-02-09 (n=0)
fetching candles chunk: 2026-02-10 -> 2026-02-10 (n=0)
fetching candles chunk: 2026-02-10 -> 2026-02-10 (n=0)
fetching candles chunk: 2026-02-11 -> 2026-02-11 (n=0)
fetching candles chunk: 2026-02-12 -> 2026-02-12 (n=0)
fetching candles chunk: 2026-02-13 -> 2026-02-13 (n=0)
fetching candles chunk: 2026-02-13 -> 2026-02-15 (n=0)
fetching candles chunk: 2026-02-15 -> 2026-02-15 (n=0)
fetching candles chunk: 2026-02-15 -> 2026-02-15 (n=0)
fetching candles chunk: 2026-02-15 -> 2026-02-15 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-16 -> 2026-02-16 (n=0)
fetching candles chunk: 2026-02-17 -> 2026-02-17 (n=0)
fetching candles chunk: 2026-02-17 -> 2026-02-17 (n=0)
fetching candles chunk: 2026-02-17 -> 2026-02-17 (n=0)
fetching candles chunk: 2026-02-17 -> 2026-02-17 (n=0)
fetching candles chunk: 2026-02-18 -> 2026-02-18 (n=0)
fetching candles chunk: 2026-02-18 -> 2026-02-18 (n=0)
fetching candles chunk: 2026-02-18 -> 2026-02-18 (n=0)
fetching candles chunk: 2026-02-18 -> 2026-02-18 (n=0)
fetching candles chunk: 2026-02-18 -> 2026-02-18 (n=0)
fetching candles chunk: 2026-02-18 -> 2026-02-18 (n=0)
fetching candles chunk: 2026-02-18 -> 2026-02-18 (n=0)
fetching candles chunk: 2026-02-18 -> 2026-02-18 (n=0)
fetching candles chunk: 2026-02-18 -> 2026-02-18 (n=0)
fetching candles chunk: 2026-02-19 -> 2026-02-19 (n=0)
fetching candles chunk: 2026-02-19 -> 2026-02-19 (n=0)
fetching candles chunk: 2026-02-19 -> 2026-02-19 (n=0)
fetching candles chunk: 2026-02-20 -> 2026-02-20 (n=0)
fetching candles chunk: 2026-02-20 -> 2026-02-22 (n=0)
fetching candles chunk: 2026-02-22 -> 2026-02-22 (n=0)
fetching candles chunk: 2026-02-23 -> 2026-02-23 (n=0)
fetching candles chunk: 2026-02-23 -> 2026-02-23 (n=0)
fetching candles chunk: 2026-02-23 -> 2026-02-23 (n=0)
fetching candles chunk: 2026-02-23 -> 2026-02-23 (n=0)
fetching candles chunk: 2026-02-23 -> 2026-02-23 (n=0)
fetching candles chunk: 2026-02-23 -> 2026-02-23 (n=0)
fetching candles chunk: 2026-02-24 -> 2026-02-24 (n=0)
fetching candles chunk: 2026-02-24 -> 2026-02-24 (n=0)
fetching candles chunk: 2026-02-24 -> 2026-02-24 (n=0)
fetching candles chunk: 2026-02-24 -> 2026-02-24 (n=0)
fetching candles chunk: 2026-02-24 -> 2026-02-24 (n=0)
fetching candles chunk: 2026-02-24 -> 2026-02-24 (n=0)
fetching candles chunk: 2026-02-25 -> 2026-02-25 (n=0)
fetching candles chunk: 2026-02-25 -> 2026-02-25 (n=0)
fetching candles chunk: 2026-02-25 -> 2026-02-25 (n=0)
fetching candles chunk: 2026-02-25 -> 2026-02-25 (n=0)
fetching candles chunk: 2026-02-25 -> 2026-02-25 (n=0)
fetching candles chunk: 2026-02-25 -> 2026-02-25 (n=0)
fetching candles chunk: 2026-02-26 -> 2026-02-26 (n=0)
fetching candles chunk: 2026-02-26 -> 2026-02-26 (n=0)
fetching candles chunk: 2026-02-26 -> 2026-02-26 (n=0)
fetching candles chunk: 2026-02-26 -> 2026-02-26 (n=0)
fetching candles chunk: 2026-02-27 -> 2026-03-01 (n=0)
fetching candles chunk: 2026-03-02 -> 2026-03-02 (n=0)
fetching candles chunk: 2026-03-02 -> 2026-03-02 (n=0)
fetching candles chunk: 2026-03-03 -> 2026-03-03 (n=0)
fetching candles chunk: 2026-03-03 -> 2026-03-03 (n=0)
fetching candles chunk: 2026-03-04 -> 2026-03-04 (n=0)
fetching candles chunk: 2026-03-04 -> 2026-03-04 (n=0)
fetching candles chunk: 2026-03-04 -> 2026-03-04 (n=0)
fetching candles chunk: 2026-03-04 -> 2026-03-04 (n=0)
fetching candles chunk: 2026-03-05 -> 2026-03-05 (n=0)
fetching candles chunk: 2026-03-05 -> 2026-03-05 (n=0)
fetching candles chunk: 2026-03-05 -> 2026-03-05 (n=0)
fetching candles chunk: 2026-03-05 -> 2026-03-05 (n=0)
fetching candles chunk: 2026-03-05 -> 2026-03-05 (n=0)
fetching candles chunk: 2026-03-06 -> 2026-03-08 (n=0)
fetching candles chunk: 2026-03-08 -> 2026-03-08 (n=0)
fetching candles chunk: 2026-03-08 -> 2026-03-08 (n=0)
fetching candles chunk: 2026-03-09 -> 2026-03-09 (n=0)
fetching candles chunk: 2026-03-09 -> 2026-03-09 (n=0)
fetching candles chunk: 2026-03-09 -> 2026-03-09 (n=0)
fetching candles chunk: 2026-03-09 -> 2026-03-09 (n=0)
fetching candles chunk: 2026-03-10 -> 2026-03-10 (n=0)
fetching candles chunk: 2026-03-10 -> 2026-03-10 (n=0)
fetching candles chunk: 2026-03-10 -> 2026-03-10 (n=0)
fetching candles chunk: 2026-03-10 -> 2026-03-10 (n=0)
Backtest Config
Execution profile     : live_reality
Entry timing          : close
Entries close-only    : True
Intrabar exits via M1 : True
Magnifier             : M1
Magnifier policy      : conservative
Bid/ask used          : True
Spread effective      : 1.4
Ambiguous policy      : conservative
Parity debug          : False

Backtest Summary
Total trades: 284
Win rate: 66.55%
Avg win: 21.9725 USD
Avg loss: -33.0159 USD
Profit factor: 1.3240
Total PnL: 1016.2885 USD
Total PnL (pips, weighted): 432.50
Total PnL (pips, raw): 1941.00
Max drawdown: 338.4887 USD
Sharpe (per trade): 1.9406
Avg hold bars: 15.70
TP1 hit rate: 32.71%
Runner PnL: 2198.3554 USD
Ambiguous bars: 0
Same-bar TP1+runner: 70
Stopouts: 31
Compounded PnL (100% margin @ 33.00x sizing): 1328.8477 USD
Compounded ending balance: 1828.8477 USD
Compounded max drawdown: 1461.9768 USD
Compounded first-entry units: 24629.44
Magnifier TF: M1
Magnifier Policy: conservative
