ts,equity
2026-01-19T15:45:00.000000000Z,-13.3000
2026-01-19T17:15:00.000000000Z,-12.4600
2026-01-19T20:15:00.000000000Z,-13.8600
2026-01-20T04:50:00.000000000Z,-8.4560
2026-01-20T05:45:00.000000000Z,-0.0560
2026-01-20T10:30:00.000000000Z,1.9040
2026-01-20T17:30:00.000000000Z,7.5040
2026-01-20T20:30:00.000000000Z,11.4240
2026-01-20T22:45:00.000000000Z,10.1640
2026-01-21T01:00:00.000000000Z,8.7640
2026-01-21T02:30:00.000000000Z,9.6040
2026-01-21T04:45:00.000000000Z,11.9840
2026-01-21T07:23:00.000000000Z,17.3880
2026-01-21T10:39:00.000000000Z,21.2940
2026-01-21T13:54:00.000000000Z,26.6980
2026-01-21T14:00:00.000000000Z,33.2920
2026-01-21T17:45:00.000000000Z,38.3320
2026-01-22T00:30:00.000000000Z,43.7360
2026-01-22T00:30:00.000000000Z,47.6420
2026-01-22T06:45:00.000000000Z,36.5820
2026-01-22T14:45:00.000000000Z,40.3620
2026-01-22T17:52:00.000000000Z,20.2720
2026-01-23T00:00:00.000000000Z,20.5520
2026-01-23T02:00:00.000000000Z,21.3220
2026-01-23T03:45:00.000000000Z,20.2020
2026-01-23T07:15:00.000000000Z,21.8820
2026-01-23T10:45:00.000000000Z,21.4620
2026-01-23T13:07:00.000000000Z,26.8660
2026-01-23T13:48:00.000000000Z,30.7720
2026-01-25T22:04:00.000000000Z,10.6820
2026-01-26T01:30:00.000000000Z,1.9320
2026-01-26T10:45:00.000000000Z,0.3220
2026-01-26T13:45:00.000000000Z,2.0020
2026-01-26T14:58:00.000000000Z,7.4060
2026-01-26T15:42:00.000000000Z,11.3120
2026-01-26T22:39:00.000000000Z,16.7160
2026-01-26T23:00:00.000000000Z,24.1080
2026-01-27T03:00:00.000000000Z,26.3480
2026-01-27T09:15:00.000000000Z,27.7480
2026-01-27T12:10:00.000000000Z,33.1520
2026-01-27T13:15:00.000000000Z,43.6940
2026-01-27T15:10:00.000000000Z,23.6040
2026-01-27T20:48:00.000000000Z,3.5140
2026-01-28T01:24:00.000000000Z,8.9180
2026-01-28T02:15:00.000000000Z,16.8980
2026-01-28T06:35:00.000000000Z,22.3020
2026-01-28T06:47:00.000000000Z,26.2080
2026-01-28T12:15:00.000000000Z,22.9880
2026-01-28T15:14:00.000000000Z,2.8980
2026-01-28T19:15:00.000000000Z,-0.9520
2026-01-28T20:03:00.000000000Z,-21.0420
2026-01-29T03:11:00.000000000Z,-15.6380
2026-01-29T06:00:00.000000000Z,0.9940
2026-01-29T08:48:00.000000000Z,6.3980
2026-01-29T12:00:00.000000000Z,21.3920
2026-01-29T13:05:00.000000000Z,26.7960
2026-01-29T14:45:00.000000000Z,33.0540
2026-01-29T15:04:00.000000000Z,38.4580
2026-01-29T16:30:00.000000000Z,58.9120
2026-01-29T17:23:00.000000000Z,64.3160
2026-01-29T17:46:00.000000000Z,68.2220
2026-01-30T00:44:00.000000000Z,73.6260
2026-01-30T02:45:00.000000000Z,92.1900
2026-01-30T09:15:00.000000000Z,80.5700
2026-01-30T09:55:00.000000000Z,85.9740
2026-01-30T10:00:00.000000000Z,89.8800
2026-01-30T13:51:00.000000000Z,95.2840
2026-01-30T14:01:00.000000000Z,99.1900
2026-01-30T16:03:00.000000000Z,79.1000
2026-01-30T21:45:00.000000000Z,67.4800
2026-02-01T22:59:00.000000000Z,72.8840
2026-02-01T23:39:00.000000000Z,76.7900
2026-02-02T04:01:00.000000000Z,82.1940
2026-02-02T06:45:00.000000000Z,96.2220
2026-02-02T07:55:00.000000000Z,101.6260
2026-02-02T10:30:00.000000000Z,112.3360
2026-02-02T14:30:00.000000000Z,103.5860
2026-02-03T02:00:00.000000000Z,108.6260
2026-02-03T03:33:00.000000000Z,88.5360
